dataset	subject	onset	offset	word
ses-035_task-s04e23d	sub-01	9.29	9.453999999999999	['Well
ses-035_task-s04e23d	sub-01	9.492	9.658000000000001	
ses-035_task-s04e23d	sub-01	9.674	9.946	I've
ses-035_task-s04e23d	sub-01	9.978	10.174	I've
ses-035_task-s04e23d	sub-01	10.212	10.366	never
ses-035_task-s04e23d	sub-01	10.388	10.526	that
ses-035_task-s04e23d	sub-01	10.548	10.734	with
ses-035_task-s04e23d	sub-01	10.772	10.974	you
ses-035_task-s04e23d	sub-01	11.012	11.6	before.
ses-035_task-s04e23d	sub-01	13.17	14.03	Nope.
ses-035_task-s04e23d	sub-01	14.69	15.437999999999999	So
ses-035_task-s04e23d	sub-01	15.604	15.934	how
ses-035_task-s04e23d	sub-01	15.972	16.126	are
ses-035_task-s04e23d	sub-01	16.148	16.334	you?
ses-035_task-s04e23d	sub-01	16.372	16.478	How
ses-035_task-s04e23d	sub-01	16.484	16.990000000000002	you?
ses-035_task-s04e23d	sub-01	17.14	17.84	Okay.
ses-035_task-s04e23d	sub-01	19.01	19.546000000000003	Yep.
ses-035_task-s04e23d	sub-01	19.578	20.186	Yep.
ses-035_task-s04e23d	sub-01	20.298	20.669999999999998	You?
ses-035_task-s04e23d	sub-01	20.74	20.974	Oh,
ses-035_task-s04e23d	sub-01	21.012	21.31	yes.
ses-035_task-s04e23d	sub-01	21.38	22.0	Yes.
ses-035_task-s04e23d	sub-01	23.57	24.32	You
ses-035_task-s04e23d	sub-01	24.89	25.64	that
ses-035_task-s04e23d	sub-01	26.09	26.454	we
ses-035_task-s04e23d	sub-01	26.492	26.694000000000003	did
ses-035_task-s04e23d	sub-01	26.732	27.32	you?
ses-035_task-s04e23d	sub-01	30.25	31.0	Well,
ses-035_task-s04e23d	sub-01	32.73	33.046	I
ses-035_task-s04e23d	sub-01	33.068	33.205999999999996	better
ses-035_task-s04e23d	sub-01	33.228	33.366	get
ses-035_task-s04e23d	sub-01	33.388	33.766	going.
ses-035_task-s04e23d	sub-01	33.868	34.52	Absolutely.
ses-035_task-s04e23d	sub-01	38.19	38.602	Could
ses-035_task-s04e23d	sub-01	38.656	38.778	you
ses-035_task-s04e23d	sub-01	38.784	38.954	not
ses-035_task-s04e23d	sub-01	38.992	39.58	look?
ses-035_task-s04e23d	sub-01	40.19	40.553999999999995	['I
ses-035_task-s04e23d	sub-01	40.592	40.806	don't
ses-035_task-s04e23d	sub-01	40.838	40.938	want
ses-035_task-s04e23d	sub-01	40.944	41.066	to
ses-035_task-s04e23d	sub-01	41.088	41.660000000000004	look.']
ses-035_task-s04e23d	sub-01	55.33	55.982	Hello.
ses-035_task-s04e23d	sub-01	56.116	56.461999999999996	Hey.
ses-035_task-s04e23d	sub-01	56.516	56.734	Where
ses-035_task-s04e23d	sub-01	56.772	56.926	the
ses-035_task-s04e23d	sub-01	56.948	57.134	hell
ses-035_task-s04e23d	sub-01	57.172	57.326	have
ses-035_task-s04e23d	sub-01	57.348	57.486	you
ses-035_task-s04e23d	sub-01	57.508	58.126000000000005	been?
ses-035_task-s04e23d	sub-01	58.308	59.038	Hey.
ses-035_task-s04e23d	sub-01	59.204	59.486	I
ses-035_task-s04e23d	sub-01	59.508	59.706	spent
ses-035_task-s04e23d	sub-01	59.738	59.886	the
ses-035_task-s04e23d	sub-01	59.908	60.094	night
ses-035_task-s04e23d	sub-01	60.132	60.382	out.
ses-035_task-s04e23d	sub-01	60.436	60.606	I
ses-035_task-s04e23d	sub-01	60.628	60.862	met
ses-035_task-s04e23d	sub-01	60.916	61.181999999999995	this
ses-035_task-s04e23d	sub-01	61.236	61.769999999999996	cute
ses-035_task-s04e23d	sub-01	61.85	62.746	bridesmaid.
ses-035_task-s04e23d	sub-01	62.858	63.181999999999995	She
ses-035_task-s04e23d	sub-01	63.236	63.501999999999995	is
ses-035_task-s04e23d	sub-01	63.556	64.062	so
ses-035_task-s04e23d	sub-01	64.196	64.446	['I
ses-035_task-s04e23d	sub-01	64.468	64.558	don't
ses-035_task-s04e23d	sub-01	64.564	64.63799999999999	want
ses-035_task-s04e23d	sub-01	64.644	64.766	to
ses-035_task-s04e23d	sub-01	64.788	64.974	hear']
ses-035_task-s04e23d	sub-01	65.012	65.598	about
ses-035_task-s04e23d	sub-01	65.764	66.33399999999999	oh,
ses-035_task-s04e23d	sub-01	66.452	66.874	Phoebe.
ses-035_task-s04e23d	sub-01	66.922	67.05	['Do
ses-035_task-s04e23d	sub-01	67.06	67.138	you
ses-035_task-s04e23d	sub-01	67.144	67.266	know
ses-035_task-s04e23d	sub-01	67.288	67.518	you're
ses-035_task-s04e23d	sub-01	67.534	67.71400000000001	still
ses-035_task-s04e23d	sub-01	67.752	67.90599999999999	my
ses-035_task-s04e23d	sub-01	67.928	68.114	number']
ses-035_task-s04e23d	sub-01	68.152	68.74	one?
ses-035_task-s04e23d	sub-01	69.91	70.466	No.
