dataset	subject	onset	offset	word
ses-060_task-s06e15c	sub-01	2.01	2.222	Not
ses-060_task-s06e15c	sub-01	2.276	2.542	so
ses-060_task-s06e15c	sub-01	2.596	2.91	fast,
ses-060_task-s06e15c	sub-01	2.98	3.87	wesley?
ses-060_task-s06e15c	sub-01	7.09	7.546	"[""""That's"
ses-060_task-s06e15c	sub-01	7.578	7.87	right
ses-060_task-s06e15c	sub-01	7.94	8.83	
ses-060_task-s06e15c	sub-01	9.25	9.614	I
ses-060_task-s06e15c	sub-01	9.652	9.806	just
ses-060_task-s06e15c	sub-01	9.828	10.154	stopped
ses-060_task-s06e15c	sub-01	10.202	10.414	by
ses-060_task-s06e15c	sub-01	10.452	10.606	to
ses-060_task-s06e15c	sub-01	10.628	10.862	say
ses-060_task-s06e15c	sub-01	10.916	11.52	that
ses-060_task-s06e15c	sub-01	11.97	12.346	"[""""you're"
ses-060_task-s06e15c	sub-01	12.378	12.526	not
ses-060_task-s06e15c	sub-01	12.548	12.686	a
ses-060_task-s06e15c	sub-01	12.708	12.894	real']
ses-060_task-s06e15c	sub-01	12.932	13.63	doctor
ses-060_task-s06e15c	sub-01	14.13	14.494000000000002	and
ses-060_task-s06e15c	sub-01	14.532	14.734	that
ses-060_task-s06e15c	sub-01	14.772	15.146	"[""""woman's"
ses-060_task-s06e15c	sub-01	15.178	15.950000000000001	brain']
ses-060_task-s06e15c	sub-01	16.53	16.942	is
ses-060_task-s06e15c	sub-01	16.996	17.453999999999997	fine.
ses-060_task-s06e15c	sub-01	17.572	17.854	Oh,
ses-060_task-s06e15c	sub-01	17.892	18.094	thank
ses-060_task-s06e15c	sub-01	18.132	18.720000000000002	God.
ses-060_task-s06e15c	sub-01	27.93	28.68	Hope.
ses-060_task-s06e15c	sub-01	29.37	30.12	Hope.
ses-060_task-s06e15c	sub-01	31.37	32.162	['Drake.
ses-060_task-s06e15c	sub-01	32.306	32.577999999999996	You're
ses-060_task-s06e15c	sub-01	32.594	32.774	not']
ses-060_task-s06e15c	sub-01	32.812	33.202	['dying
ses-060_task-s06e15c	sub-01	33.266	33.686	
ses-060_task-s06e15c	sub-01	33.788	34.098	Hope.
ses-060_task-s06e15c	sub-01	34.114	34.198	You're
ses-060_task-s06e15c	sub-01	34.204	34.278	to
ses-060_task-s06e15c	sub-01	34.284	34.454	live
ses-060_task-s06e15c	sub-01	34.492	34.646	a
ses-060_task-s06e15c	sub-01	34.668	35.046	long,
ses-060_task-s06e15c	sub-01	35.148	35.730000000000004	healthy
ses-060_task-s06e15c	sub-01	35.81	36.440000000000005	life
ses-060_task-s06e15c	sub-01	37.05	37.461999999999996	with
ses-060_task-s06e15c	sub-01	37.516	38.12	me,
ses-060_task-s06e15c	sub-01	38.57	39.43	Drake.
ses-060_task-s06e15c	sub-01	44.27	45.02	Okay.
ses-060_task-s06e15c	sub-01	53.67	54.13	Hi,
ses-060_task-s06e15c	sub-01	54.2	54.846000000000004	Joey.
ses-060_task-s06e15c	sub-01	54.958	55.326	"[""""It's"
ses-060_task-s06e15c	sub-01	55.358	56.129999999999995	Rachel.']
ses-060_task-s06e15c	sub-01	57.35	57.714	I
ses-060_task-s06e15c	sub-01	57.752	58.194	am
ses-060_task-s06e15c	sub-01	58.312	58.593999999999994	free
ses-060_task-s06e15c	sub-01	58.632	58.974	tomorrow
ses-060_task-s06e15c	sub-01	59.022	59.62	night.
ses-060_task-s06e15c	sub-01	61.91	62.37	Yeah,
ses-060_task-s06e15c	sub-01	62.44	62.866	sure,
ses-060_task-s06e15c	sub-01	62.968	63.138000000000005	I
ses-060_task-s06e15c	sub-01	63.144	63.217999999999996	could
ses-060_task-s06e15c	sub-01	63.224	63.346	bring
ses-060_task-s06e15c	sub-01	63.368	63.506	some
ses-060_task-s06e15c	sub-01	63.528	64.45	sandwiches.
ses-060_task-s06e15c	sub-01	71.29	71.75	So,
ses-060_task-s06e15c	sub-01	71.82	72.24199999999999	honey,
ses-060_task-s06e15c	sub-01	72.306	72.92	this
ses-060_task-s06e15c	sub-01	74.41	75.298	threesome
ses-060_task-s06e15c	sub-01	75.394	76.04	thing.
ses-060_task-s06e15c	sub-01	77.13	77.446	I
ses-060_task-s06e15c	sub-01	77.468	77.762	mean,
ses-060_task-s06e15c	sub-01	77.836	78.026	how
ses-060_task-s06e15c	sub-01	78.048	78.138	are
ses-060_task-s06e15c	sub-01	78.144	78.266	we
ses-060_task-s06e15c	sub-01	78.288	78.426	even
ses-060_task-s06e15c	sub-01	78.448	78.586	going
ses-060_task-s06e15c	sub-01	78.608	78.79400000000001	to
ses-060_task-s06e15c	sub-01	78.832	79.03399999999999	start
ses-060_task-s06e15c	sub-01	79.072	79.274	to
ses-060_task-s06e15c	sub-01	79.312	79.706	find?
ses-060_task-s06e15c	sub-01	79.808	80.17	Actually,
ses-060_task-s06e15c	sub-01	80.24	80.518	"[""""I've"
ses-060_task-s06e15c	sub-01	80.534	80.66600000000001	been
ses-060_task-s06e15c	sub-01	80.688	80.82600000000001	making
ses-060_task-s06e15c	sub-01	80.848	80.986	a
ses-060_task-s06e15c	sub-01	81.008	81.146	list
ses-060_task-s06e15c	sub-01	81.168	81.30600000000001	of
ses-060_task-s06e15c	sub-01	81.328	81.418	all
ses-060_task-s06e15c	sub-01	81.424	81.546	the
ses-060_task-s06e15c	sub-01	81.568	81.754	women
ses-060_task-s06e15c	sub-01	81.792	81.946	I']
ses-060_task-s06e15c	sub-01	81.968	82.10600000000001	know
ses-060_task-s06e15c	sub-01	82.128	82.266	who
ses-060_task-s06e15c	sub-01	82.288	82.426	might
ses-060_task-s06e15c	sub-01	82.448	82.586	be
ses-060_task-s06e15c	sub-01	82.608	82.79400000000001	into
ses-060_task-s06e15c	sub-01	82.832	83.03399999999999	doing
ses-060_task-s06e15c	sub-01	83.072	83.66	this.
ses-060_task-s06e15c	sub-01	85.55	86.346	Oh,
ses-060_task-s06e15c	sub-01	86.528	87.26	wow.
ses-060_task-s06e15c	sub-01	95.97	96.538	"[""""Someone's"
ses-060_task-s06e15c	sub-01	96.554	96.686	been']
ses-060_task-s06e15c	sub-01	96.708	96.894	doing
ses-060_task-s06e15c	sub-01	96.932	97.086	their
ses-060_task-s06e15c	sub-01	97.108	97.87	homework.
ses-060_task-s06e15c	sub-01	99.09	99.55	Yeah.
ses-060_task-s06e15c	sub-01	99.62	99.80600000000001	Oh,
ses-060_task-s06e15c	sub-01	99.828	99.96600000000001	and
ses-060_task-s06e15c	sub-01	99.988	100.126	I
ses-060_task-s06e15c	sub-01	100.148	100.334	know
ses-060_task-s06e15c	sub-01	100.372	100.586	Gil
ses-060_task-s06e15c	sub-01	100.618	101.06599999999999	Roston
ses-060_task-s06e15c	sub-01	101.098	101.246	is
ses-060_task-s06e15c	sub-01	101.268	101.358	in
ses-060_task-s06e15c	sub-01	101.364	101.534	there
ses-060_task-s06e15c	sub-01	101.572	101.962	twice,
ses-060_task-s06e15c	sub-01	102.026	102.446	but
ses-060_task-s06e15c	sub-01	102.548	102.81400000000001	she
ses-060_task-s06e15c	sub-01	102.852	103.44	is
ses-060_task-s06e15c	sub-01	107.49	108.24	just
ses-060_task-s06e15c	sub-01	108.77	109.182	talking
ses-060_task-s06e15c	sub-01	109.236	109.45400000000001	about
ses-060_task-s06e15c	sub-01	109.492	109.694	it
ses-060_task-s06e15c	sub-01	109.732	110.126	is
ses-060_task-s06e15c	sub-01	110.228	110.458	getting
ses-060_task-s06e15c	sub-01	110.484	110.67399999999999	me
ses-060_task-s06e15c	sub-01	110.712	111.25	kind.
ses-060_task-s06e15c	sub-01	111.4	111.858	Oh,
ses-060_task-s06e15c	sub-01	111.944	112.242	me
ses-060_task-s06e15c	sub-01	112.296	112.658	too.
ses-060_task-s06e15c	sub-01	112.744	113.09	Yeah,
ses-060_task-s06e15c	sub-01	113.16	113.538	['well
ses-060_task-s06e15c	sub-01	113.624	113.826	
ses-060_task-s06e15c	sub-01	113.848	114.034	I
ses-060_task-s06e15c	sub-01	114.072	114.366	think
ses-060_task-s06e15c	sub-01	114.398	115.25	asleep.
ses-060_task-s06e15c	sub-01	116.33	117.08	Oh,
ses-060_task-s06e15c	sub-01	118.25	118.614	you
ses-060_task-s06e15c	sub-01	118.652	119.334	['know
ses-060_task-s06e15c	sub-01	119.532	119.89399999999999	
ses-060_task-s06e15c	sub-01	119.932	120.086	I
ses-060_task-s06e15c	sub-01	120.108	120.434	think
ses-060_task-s06e15c	sub-01	120.482	120.79	better
ses-060_task-s06e15c	sub-01	120.86	121.094	if
ses-060_task-s06e15c	sub-01	121.132	121.334	we
ses-060_task-s06e15c	sub-01	121.372	121.766	just
ses-060_task-s06e15c	sub-01	121.868	122.18199999999999	save
ses-060_task-s06e15c	sub-01	122.236	122.84	it.
ses-060_task-s06e15c	sub-01	123.21	123.96	Yeah,
ses-060_task-s06e15c	sub-01	126.25	127.01	right.
ses-060_task-s06e15c	sub-01	127.18	127.56200000000001	Save
ses-060_task-s06e15c	sub-01	127.616	127.786	it.
ses-060_task-s06e15c	sub-01	127.808	127.94600000000001	I
ses-060_task-s06e15c	sub-01	127.968	128.106	can
ses-060_task-s06e15c	sub-01	128.128	128.266	do
ses-060_task-s06e15c	sub-01	128.288	128.86	that.
ses-060_task-s06e15c	sub-01	137.71	138.026	Why
ses-060_task-s06e15c	sub-01	138.048	138.186	do
ses-060_task-s06e15c	sub-01	138.208	138.286	I
ses-060_task-s06e15c	sub-01	138.288	138.418	always
ses-060_task-s06e15c	sub-01	138.444	138.646	wear
ses-060_task-s06e15c	sub-01	138.678	138.826	that
ses-060_task-s06e15c	sub-01	138.848	139.126	dumb
ses-060_task-s06e15c	sub-01	139.158	139.494	hat?
ses-060_task-s06e15c	sub-01	139.542	139.718	What
ses-060_task-s06e15c	sub-01	139.744	139.838	are
ses-060_task-s06e15c	sub-01	139.844	139.918	you,
ses-060_task-s06e15c	sub-01	139.924	140.058	late
ses-060_task-s06e15c	sub-01	140.074	140.20600000000002	for
ses-060_task-s06e15c	sub-01	140.228	140.366	your
ses-060_task-s06e15c	sub-01	140.388	140.622	paper?
ses-060_task-s06e15c	sub-01	140.676	141.39	Rude.
ses-060_task-s06e15c	sub-01	142.53	142.894	Hi,
ses-060_task-s06e15c	sub-01	142.932	143.08599999999998	['Mr.
ses-060_task-s06e15c	sub-01	143.108	143.198	And
ses-060_task-s06e15c	sub-01	143.204	143.466	Mrs.
ses-060_task-s06e15c	sub-01	143.498	143.786	Jones.
ses-060_task-s06e15c	sub-01	143.818	144.026	Here's
ses-060_task-s06e15c	sub-01	144.058	144.206	your']
ses-060_task-s06e15c	sub-01	144.228	144.654	paper.
ses-060_task-s06e15c	sub-01	144.772	145.102	Sorry
ses-060_task-s06e15c	sub-01	145.156	145.374	about
ses-060_task-s06e15c	sub-01	145.412	146.0	your
ses-060_task-s06e15c	sub-01	150.93	151.48600000000002	hey,
ses-060_task-s06e15c	sub-01	151.588	152.23399999999998	Phoebes.
ses-060_task-s06e15c	sub-01	152.282	152.686	Hey.
ses-060_task-s06e15c	sub-01	152.788	153.342	Hey,
ses-060_task-s06e15c	sub-01	153.476	153.818	"[""""how's"
ses-060_task-s06e15c	sub-01	153.834	153.978	it
ses-060_task-s06e15c	sub-01	154.004	154.29	going?
ses-060_task-s06e15c	sub-01	154.36	154.54600000000002	Well
ses-060_task-s06e15c	sub-01	154.568	154.76600000000002	
ses-060_task-s06e15c	sub-01	154.798	154.898	I've
ses-060_task-s06e15c	sub-01	154.904	154.978	['to
ses-060_task-s06e15c	sub-01	154.984	155.10600000000002	get
ses-060_task-s06e15c	sub-01	155.128	155.266	out
ses-060_task-s06e15c	sub-01	155.288	155.37800000000001	of
ses-060_task-s06e15c	sub-01	155.384	155.55399999999997	this
ses-060_task-s06e15c	sub-01	155.592	155.842	bed.
ses-060_task-s06e15c	sub-01	155.896	156.12599999999998	I'm
ses-060_task-s06e15c	sub-01	156.158	156.402	going']
ses-060_task-s06e15c	sub-01	156.456	156.81799999999998	crazy
ses-060_task-s06e15c	sub-01	156.904	157.25	here.
ses-060_task-s06e15c	sub-01	157.32	157.94	Crazy.
ses-060_task-s06e15c	sub-01	158.55	158.866	Here
ses-060_task-s06e15c	sub-01	158.888	158.978	you
ses-060_task-s06e15c	sub-01	158.984	159.154	go,
