dataset	subject	onset	offset	word
ses-028_task-s04e04a	sub-01	5.29	5.84	New?
ses-028_task-s04e04a	sub-01	6.21	6.67	Oh,
ses-028_task-s04e04a	sub-01	6.74	6.974	yeah,
ses-028_task-s04e04a	sub-01	7.012	7.117999999999999	it
ses-028_task-s04e04a	sub-01	7.124	7.294	was
ses-028_task-s04e04a	sub-01	7.332	7.63	time.
ses-028_task-s04e04a	sub-01	7.7	7.886	The
ses-028_task-s04e04a	sub-01	7.908	8.094000000000001	old
ses-028_task-s04e04a	sub-01	8.132	8.506	condom
ses-028_task-s04e04a	sub-01	8.538	8.698	ring
ses-028_task-s04e04a	sub-01	8.714	8.798	in
ses-028_task-s04e04a	sub-01	8.804	8.926	the
ses-028_task-s04e04a	sub-01	8.948	9.194	['leather
ses-028_task-s04e04a	sub-01	9.242	9.406	just
ses-028_task-s04e04a	sub-01	9.428	9.578000000000001	doesn't
ses-028_task-s04e04a	sub-01	9.594	9.774	say
ses-028_task-s04e04a	sub-01	9.812	10.062	cool']
ses-028_task-s04e04a	sub-01	10.116	10.474	anymore,
ses-028_task-s04e04a	sub-01	10.522	10.638	you
ses-028_task-s04e04a	sub-01	10.644	11.2	know?
ses-028_task-s04e04a	sub-01	12.29	13.161999999999999	Rachel,
ses-028_task-s04e04a	sub-01	13.306	13.613999999999999	you
ses-028_task-s04e04a	sub-01	13.652	13.806	just
ses-028_task-s04e04a	sub-01	13.828	13.918	put
ses-028_task-s04e04a	sub-01	13.924	14.046	an
ses-028_task-s04e04a	sub-01	14.068	14.346	empty
ses-028_task-s04e04a	sub-01	14.378	14.714	carton
ses-028_task-s04e04a	sub-01	14.762	14.926	back
ses-028_task-s04e04a	sub-01	14.948	15.038	in
ses-028_task-s04e04a	sub-01	15.044	15.118	the
ses-028_task-s04e04a	sub-01	15.124	15.674000000000001	fridge.
ses-028_task-s04e04a	sub-01	15.802	16.046	Oh,
ses-028_task-s04e04a	sub-01	16.068	16.206000000000003	yeah,
ses-028_task-s04e04a	sub-01	16.228	16.366000000000003	I
ses-028_task-s04e04a	sub-01	16.388	16.526000000000003	know,
