dataset	subject	onset	offset	word
ses-012_task-figures08_run-2	sub-01	0.28	0.496	Mary
ses-012_task-figures08_run-2	sub-01	0.496	1.268	Jackson.
ses-012_task-figures08_run-2	sub-01	1.79	2.342	Petition
ses-012_task-figures08_run-2	sub-01	2.406	2.5580000000000003	to
ses-012_task-figures08_run-2	sub-01	2.574	2.8939999999999997	attend
ses-012_task-figures08_run-2	sub-01	2.942	3.414	courses
ses-012_task-figures08_run-2	sub-01	3.462	3.6220000000000003	at
ses-012_task-figures08_run-2	sub-01	3.646	3.9739999999999998	Hampton
ses-012_task-figures08_run-2	sub-01	4.022	4.206	High
ses-012_task-figures08_run-2	sub-01	4.238	4.8100000000000005	School.
ses-012_task-figures08_run-2	sub-01	8.39	8.726	Good
ses-012_task-figures08_run-2	sub-01	8.758	9.021999999999998	morning,
ses-012_task-figures08_run-2	sub-01	9.086	9.286	your
ses-012_task-figures08_run-2	sub-01	9.318	9.969999999999999	honor.
ses-012_task-figures08_run-2	sub-01	14.35	14.87	Hampton
ses-012_task-figures08_run-2	sub-01	14.91	15.086	High
ses-012_task-figures08_run-2	sub-01	15.118	15.406	School
ses-012_task-figures08_run-2	sub-01	15.478	15.686	is
ses-012_task-figures08_run-2	sub-01	15.718	15.886	a
ses-012_task-figures08_run-2	sub-01	15.918	16.11	white
ses-012_task-figures08_run-2	sub-01	16.15	16.421999999999997	school,
ses-012_task-figures08_run-2	sub-01	16.486	16.742	Mrs
ses-012_task-figures08_run-2	sub-01	16.766	17.49	Jackson.
ses-012_task-figures08_run-2	sub-01	18.23	18.606	['Yes
ses-012_task-figures08_run-2	sub-01	18.638	18.806	
ses-012_task-figures08_run-2	sub-01	18.838	19.07	your
ses-012_task-figures08_run-2	sub-01	19.11	19.262	honor
ses-012_task-figures08_run-2	sub-01	19.286	19.502000000000002	aware
ses-012_task-figures08_run-2	sub-01	19.526	19.662	of
ses-012_task-figures08_run-2	sub-01	19.686	20.014	that.
ses-012_task-figures08_run-2	sub-01	20.102	20.79	Virginia
ses-012_task-figures08_run-2	sub-01	20.87	21.134	still
ses-012_task-figures08_run-2	sub-01	21.182	21.342	a
ses-012_task-figures08_run-2	sub-01	21.366	21.878	segregated
ses-012_task-figures08_run-2	sub-01	21.934	22.414	state.
ses-012_task-figures08_run-2	sub-01	22.542	23.062	Regardless
ses-012_task-figures08_run-2	sub-01	23.086	23.197999999999997	of
ses-012_task-figures08_run-2	sub-01	23.214	23.342	what
ses-012_task-figures08_run-2	sub-01	23.366	23.477999999999998	the
ses-012_task-figures08_run-2	sub-01	23.494	23.718	federal
ses-012_task-figures08_run-2	sub-01	23.774	24.038	government
ses-012_task-figures08_run-2	sub-01	24.094	24.358	says,
ses-012_task-figures08_run-2	sub-01	24.414	24.862000000000002	regardless
ses-012_task-figures08_run-2	sub-01	24.886	25.022	of
ses-012_task-figures08_run-2	sub-01	25.046	25.557	what
