dataset	subject	onset	offset	word
ses-004_task-wolf08	sub-01	0.12	0.184	Are
ses-004_task-wolf08	sub-01	0.184	0.352	you
ses-004_task-wolf08	sub-01	0.352	1.092	serious?
ses-004_task-wolf08	sub-01	1.75	2.086	A
ses-004_task-wolf08	sub-01	2.118	2.534	fucking
ses-004_task-wolf08	sub-01	2.582	3.37	yacht?
ses-004_task-wolf08	sub-01	3.71	4.118	For
ses-004_task-wolf08	sub-01	4.174	4.838	millionaires
ses-004_task-wolf08	sub-01	4.894	5.126	whose
ses-004_task-wolf08	sub-01	5.158	5.462000000000001	ships
ses-004_task-wolf08	sub-01	5.486	5.646	have
ses-004_task-wolf08	sub-01	5.678	5.87	come
ses-004_task-wolf08	sub-01	5.91	6.206	in,
ses-004_task-wolf08	sub-01	6.278	6.686	pricey
ses-004_task-wolf08	sub-01	6.718	7.006	pleasure
ses-004_task-wolf08	sub-01	7.038	7.2700000000000005	boats
ses-004_task-wolf08	sub-01	7.31	7.51	offer
ses-004_task-wolf08	sub-01	7.55	7.702	the
ses-004_task-wolf08	sub-01	7.726	7.91	most
ses-004_task-wolf08	sub-01	7.95	8.102	fun
ses-004_task-wolf08	sub-01	8.126	8.894	afloat.
ses-004_task-wolf08	sub-01	9.062	9.405999999999999	"[""""It's"
ses-004_task-wolf08	sub-01	9.438	9.606	no
ses-004_task-wolf08	sub-01	9.638	10.102	coincidence
ses-004_task-wolf08	sub-01	10.166	10.318	that']
ses-004_task-wolf08	sub-01	10.334	10.485999999999999	its
ses-004_task-wolf08	sub-01	10.518	11.366000000000001	150ft
ses-004_task-wolf08	sub-01	11.398	11.565999999999999	of
ses-004_task-wolf08	sub-01	11.598	11.766	green
ses-004_task-wolf08	sub-01	11.798	12.198	hull
ses-004_task-wolf08	sub-01	12.254	12.446	is
ses-004_task-wolf08	sub-01	12.478	12.622	the
ses-004_task-wolf08	sub-01	12.646	12.902000000000001	color
ses-004_task-wolf08	sub-01	12.926	13.086	of
ses-004_task-wolf08	sub-01	13.118	13.654	cash.
ses-004_task-wolf08	sub-01	13.782	14.254	Anchors
ses-004_task-wolf08	sub-01	14.302	14.654	away.
ses-004_task-wolf08	sub-01	14.742	14.942	Oh,
ses-004_task-wolf08	sub-01	14.966	15.197999999999999	my
ses-004_task-wolf08	sub-01	15.254	15.838	God,
ses-004_task-wolf08	sub-01	15.974	16.93	baby.
ses-004_task-wolf08	sub-01	19.15	19.485999999999997	You
