dataset	subject	onset	offset	word
ses-004_task-wolf11	sub-01	2.646	2.758	You
ses-004_task-wolf11	sub-01	2.774	2.998	were,
ses-004_task-wolf11	sub-01	3.054	3.27	like,
ses-004_task-wolf11	sub-01	3.31	3.662	screaming
ses-004_task-wolf11	sub-01	3.686	3.798	at
ses-004_task-wolf11	sub-01	3.814	4.37	people.
ses-004_task-wolf11	sub-01	6.51	6.822	You
ses-004_task-wolf11	sub-01	6.846	6.934	on
ses-004_task-wolf11	sub-01	6.942	7.062	the
ses-004_task-wolf11	sub-01	7.086	7.3260000000000005	floor,
ses-004_task-wolf11	sub-01	7.358	7.526	like,
ses-004_task-wolf11	sub-01	7.558	7.806	rolling
ses-004_task-wolf11	sub-01	7.838	8.102	around
ses-004_task-wolf11	sub-01	8.166	8.342	and
ses-004_task-wolf11	sub-01	8.366	8.75	shit.
ses-004_task-wolf11	sub-01	8.83	9.174	Oh,
ses-004_task-wolf11	sub-01	9.222	9.469999999999999	jeez.
ses-004_task-wolf11	sub-01	9.51	9.638	You
ses-004_task-wolf11	sub-01	9.654	9.782	called
ses-004_task-wolf11	sub-01	9.806	9.918	the
ses-004_task-wolf11	sub-01	9.934	10.206	captain
ses-004_task-wolf11	sub-01	10.238	10.357999999999999	the
ses-004_task-wolf11	sub-01	10.374	10.526	n
ses-004_task-wolf11	sub-01	10.558	11.209999999999999	word.
ses-004_task-wolf11	sub-01	11.79	12.101999999999999	I
ses-004_task-wolf11	sub-01	12.126	12.286	called
ses-004_task-wolf11	sub-01	12.318	12.437999999999999	the
ses-004_task-wolf11	sub-01	12.454	12.71	captain
ses-004_task-wolf11	sub-01	12.75	12.878	the
ses-004_task-wolf11	sub-01	12.894	13.046	n
ses-004_task-wolf11	sub-01	13.078	13.542	word?
ses-004_task-wolf11	sub-01	13.646	13.838000000000001	Yeah,
ses-004_task-wolf11	sub-01	13.854	13.957999999999998	he
ses-004_task-wolf11	sub-01	13.974	14.078	was
ses-004_task-wolf11	sub-01	14.094	14.293999999999999	very
ses-004_task-wolf11	sub-01	14.342	15.158000000000001	upset.
ses-004_task-wolf11	sub-01	15.334	15.958	Really?
ses-004_task-wolf11	sub-01	16.094	16.51	['Luckily
ses-004_task-wolf11	sub-01	16.55	16.718	we're
ses-004_task-wolf11	sub-01	16.734	16.862000000000002	in
ses-004_task-wolf11	sub-01	16.886	17.07	first
ses-004_task-wolf11	sub-01	17.11	17.526	class.']
ses-004_task-wolf11	sub-01	17.638	18.53	Jesus.
ses-004_task-wolf11	sub-01	19.11	19.654	Jesus
ses-004_task-wolf11	sub-01	19.702	20.03	Christ.
ses-004_task-wolf11	sub-01	20.11	20.278	I
ses-004_task-wolf11	sub-01	20.294	20.446	think
ses-004_task-wolf11	sub-01	20.478	20.574	you
ses-004_task-wolf11	sub-01	20.582	20.678	have
ses-004_task-wolf11	sub-01	20.694	20.798	a
ses-004_task-wolf11	sub-01	20.814	21.126	fucking
ses-004_task-wolf11	sub-01	21.158	21.374000000000002	drug
ses-004_task-wolf11	sub-01	21.422	22.01	problem
ses-004_task-wolf11	sub-01	23.03	23.39	with
ses-004_task-wolf11	sub-01	23.43	24.13	ludes.
ses-004_task-wolf11	sub-01	25.19	25.542	Where are
ses-004_task-wolf11	sub-01	25.566	25.677999999999997	the
ses-004_task-wolf11	sub-01	25.694	26.374	ludes?
ses-004_task-wolf11	sub-01	26.542	26.862000000000002	"[""""They're"
ses-004_task-wolf11	sub-01	26.886	27.022	out
ses-004_task-wolf11	sub-01	27.046	27.206	my
ses-004_task-wolf11	sub-01	27.238	27.573999999999998	ass.
ses-004_task-wolf11	sub-01	27.662	27.901999999999997	Don't
ses-004_task-wolf11	sub-01	27.926	28.11	worry']
ses-004_task-wolf11	sub-01	28.15	28.349999999999998	about
ses-004_task-wolf11	sub-01	28.39	28.97	it.
ses-004_task-wolf11	sub-01	30.11	30.486	Thank
ses-004_task-wolf11	sub-01	30.518	31.13	God.
ses-004_task-wolf11	sub-01	32.13	32.634	Jesus
ses-004_task-wolf11	sub-01	32.682	32.914	Christ.
ses-004_task-wolf11	sub-01	32.962	33.098000000000006	What
ses-004_task-wolf11	sub-01	33.114	33.193999999999996	are
ses-004_task-wolf11	sub-01	33.202	33.297999999999995	we
ses-004_task-wolf11	sub-01	33.314	33.458	gonna
ses-004_task-wolf11	sub-01	33.474	33.577999999999996	do
ses-004_task-wolf11	sub-01	33.594	33.698	when
ses-004_task-wolf11	sub-01	33.714	33.794	I
ses-004_task-wolf11	sub-01	33.802	33.897999999999996	get
ses-004_task-wolf11	sub-01	33.914	34.066	to
ses-004_task-wolf11	sub-01	34.098	34.538	Switzerland,
ses-004_task-wolf11	sub-01	34.594	34.866	buddy?
ses-004_task-wolf11	sub-01	34.898	35.018	This
ses-004_task-wolf11	sub-01	35.034	35.186	is
ses-004_task-wolf11	sub-01	35.218	35.86600000000001	bad.
ses-004_task-wolf11	sub-01	36.058	36.41	Things
ses-004_task-wolf11	sub-01	36.45	36.578	are
ses-004_task-wolf11	sub-01	36.594	36.794000000000004	against
ses-004_task-wolf11	sub-01	36.842	37.001999999999995	my
ses-004_task-wolf11	sub-01	37.026	37.25	['chest.
ses-004_task-wolf11	sub-01	37.29	37.418	I
ses-004_task-wolf11	sub-01	37.434	37.626	can't
ses-004_task-wolf11	sub-01	37.658	37.882	breathe.
ses-004_task-wolf11	sub-01	37.906	38.042	Come
ses-004_task-wolf11	sub-01	38.066	38.178000000000004	on
ses-004_task-wolf11	sub-01	38.194	38.322	
ses-004_task-wolf11	sub-01	38.346	38.482	do
ses-004_task-wolf11	sub-01	38.506	38.618	something
ses-004_task-wolf11	sub-01	38.634	38.802	calm
ses-004_task-wolf11	sub-01	38.826	38.938	me
ses-004_task-wolf11	sub-01	38.954	39.13	down,
ses-004_task-wolf11	sub-01	39.17	39.514	please.
ses-004_task-wolf11	sub-01	39.602	39.986	Okay,
ses-004_task-wolf11	sub-01	40.018	40.162	shut
ses-004_task-wolf11	sub-01	40.186	40.298	the
