dataset	subject	onset	offset	word
ses-011_task-figures04_run-2	sub-01	1.84	1.9520000000000002	I
ses-011_task-figures04_run-2	sub-01	1.952	2.112	know.
ses-011_task-figures04_run-2	sub-01	2.118	2.262	I
ses-011_task-figures04_run-2	sub-01	2.286	2.446	work
ses-011_task-figures04_run-2	sub-01	2.478	2.5980000000000003	a
ses-011_task-figures04_run-2	sub-01	2.614	2.862	full
ses-011_task-figures04_run-2	sub-01	2.926	3.1500000000000004	time
ses-011_task-figures04_run-2	sub-01	3.19	3.4619999999999997	job
ses-011_task-figures04_run-2	sub-01	3.526	3.8219999999999996	now.
ses-011_task-figures04_run-2	sub-01	3.886	4.086	You
ses-011_task-figures04_run-2	sub-01	4.118	4.3100000000000005	all
ses-011_task-figures04_run-2	sub-01	4.35	4.55	know
ses-011_task-figures04_run-2	sub-01	4.59	5.17	that.
ses-011_task-figures04_run-2	sub-01	7.15	7.438000000000001	I
ses-011_task-figures04_run-2	sub-01	7.454	7.582	have
ses-011_task-figures04_run-2	sub-01	7.606	7.742	to
ses-011_task-figures04_run-2	sub-01	7.766	8.31	be
ses-011_task-figures04_run-2	sub-01	8.47	8.974	mommy
ses-011_task-figures04_run-2	sub-01	9.022	9.278	and
ses-011_task-figures04_run-2	sub-01	9.334	10.09	daddy.
ses-011_task-figures04_run-2	sub-01	14.03	14.341999999999999	I
ses-011_task-figures04_run-2	sub-01	14.366	14.526	miss
ses-011_task-figures04_run-2	sub-01	14.558	14.725999999999999	your
ses-011_task-figures04_run-2	sub-01	14.758	15.021999999999998	father
ses-011_task-figures04_run-2	sub-01	15.086	15.31	just
ses-011_task-figures04_run-2	sub-01	15.35	15.526	as
ses-011_task-figures04_run-2	sub-01	15.558	15.702	much
ses-011_task-figures04_run-2	sub-01	15.726	15.934000000000001	as
ses-011_task-figures04_run-2	sub-01	15.982	16.689999999999998	['anyone.
ses-011_task-figures04_run-2	sub-01	17.35	17.726000000000003	"He's""""]"
ses-011_task-figures04_run-2	sub-01	17.758	17.95	with
ses-011_task-figures04_run-2	sub-01	17.99	18.238	the
ses-011_task-figures04_run-2	sub-01	18.294	19.118000000000002	angels.
ses-011_task-figures04_run-2	sub-01	19.294	19.718	['Yes
ses-011_task-figures04_run-2	sub-01	19.774	20.006	
ses-011_task-figures04_run-2	sub-01	20.038	20.23	he's
ses-011_task-figures04_run-2	sub-01	20.27	20.445999999999998	with
ses-011_task-figures04_run-2	sub-01	20.478	20.694000000000003	all
ses-011_task-figures04_run-2	sub-01	20.742	21.582	['angels.
ses-011_task-figures04_run-2	sub-01	21.766	22.086	And
ses-011_task-figures04_run-2	sub-01	22.118	22.261999999999997	"he's""""]"
ses-011_task-figures04_run-2	sub-01	22.286	22.630000000000003	watching
ses-011_task-figures04_run-2	sub-01	22.67	22.918000000000003	over
ses-011_task-figures04_run-2	sub-01	22.974	23.574	us
ses-011_task-figures04_run-2	sub-01	23.742	24.382	every
ses-011_task-figures04_run-2	sub-01	24.526	25.126	minute.
ses-011_task-figures04_run-2	sub-01	25.238	26.022	['Okay?
ses-011_task-figures04_run-2	sub-01	26.166	26.486	That's
ses-011_task-figures04_run-2	sub-01	26.518	26.71	why']
ses-011_task-figures04_run-2	sub-01	26.75	26.974	we
ses-011_task-figures04_run-2	sub-01	27.022	27.206	have
ses-011_task-figures04_run-2	sub-01	27.238	27.381999999999998	to
ses-011_task-figures04_run-2	sub-01	27.406	27.59	be
ses-011_task-figures04_run-2	sub-01	27.63	28.209999999999997	strong.
ses-011_task-figures04_run-2	sub-01	28.64	28.928	All
ses-011_task-figures04_run-2	sub-01	28.944	29.576	right?
ses-011_task-figures04_run-2	sub-01	29.768	30.384	Yes,
ses-011_task-figures04_run-2	sub-01	30.512	31.144000000000002	mama.
ses-011_task-figures04_run-2	sub-01	31.232	31.496	"[""""Y'all"
ses-011_task-figures04_run-2	sub-01	31.528	31.648	get
ses-011_task-figures04_run-2	sub-01	31.664	31.816000000000003	some
ses-011_task-figures04_run-2	sub-01	31.848	32.04	rest
ses-011_task-figures04_run-2	sub-01	32.08	32.82	okay?
ses-011_task-figures04_run-2	sub-01	33.2	33.952000000000005	Mama?
ses-011_task-figures04_run-2	sub-01	34.096	34.504	Yes,
ses-011_task-figures04_run-2	sub-01	34.552	35.339999999999996	baby?
ses-011_task-figures04_run-2	sub-01	35.68	35.992	Are
ses-011_task-figures04_run-2	sub-01	36.016	36.175999999999995	the
ses-011_task-figures04_run-2	sub-01	36.208	36.656	Russians
ses-011_task-figures04_run-2	sub-01	36.728	37.136	fixing
ses-011_task-figures04_run-2	sub-01	37.168	37.336	to
ses-011_task-figures04_run-2	sub-01	37.368	37.704	attack
ses-011_task-figures04_run-2	sub-01	37.792	38.4	us?
ses-011_task-figures04_run-2	sub-01	38.56	38.912	"[""""Where'd"
ses-011_task-figures04_run-2	sub-01	38.936	39.048	you
ses-011_task-figures04_run-2	sub-01	39.064	39.216	get
ses-011_task-figures04_run-2	sub-01	39.248	39.416	that
ses-011_task-figures04_run-2	sub-01	39.448	39.856	from?
ses-011_task-figures04_run-2	sub-01	39.968	40.216	We']
ses-011_task-figures04_run-2	sub-01	40.248	40.367999999999995	had
ses-011_task-figures04_run-2	sub-01	40.384	40.488	to
ses-011_task-figures04_run-2	sub-01	40.504	40.656	hide
ses-011_task-figures04_run-2	sub-01	40.688	40.856	under
ses-011_task-figures04_run-2	sub-01	40.888	41.007999999999996	our
ses-011_task-figures04_run-2	sub-01	41.024	41.232	desk
ses-011_task-figures04_run-2	sub-01	41.256	41.824	today,
ses-011_task-figures04_run-2	sub-01	41.992	42.296	all
ses-011_task-figures04_run-2	sub-01	42.328	42.776	scrunched
ses-011_task-figures04_run-2	sub-01	42.808	43.38	up.
ses-011_task-figures04_run-2	sub-01	44.04	44.576	Okay,
ses-011_task-figures04_run-2	sub-01	44.608	44.855999999999995	['baby.
ses-011_task-figures04_run-2	sub-01	44.888	45.071999999999996	That's
ses-011_task-figures04_run-2	sub-01	45.096	45.279999999999994	called
ses-011_task-figures04_run-2	sub-01	45.32	45.472	a']
ses-011_task-figures04_run-2	sub-01	45.496	46.232	drill.
ses-011_task-figures04_run-2	sub-01	46.416	46.736	It
ses-011_task-figures04_run-2	sub-01	46.768	47.032000000000004	means,
ses-011_task-figures04_run-2	sub-01	47.096	47.767999999999994	uh,
ses-011_task-figures04_run-2	sub-01	47.944	48.256	you
ses-011_task-figures04_run-2	sub-01	48.288	48.727999999999994	practice
ses-011_task-figures04_run-2	sub-01	48.784	49.376	safety
ses-011_task-figures04_run-2	sub-01	49.448	49.872	just
ses-011_task-figures04_run-2	sub-01	49.976	50.216	in
ses-011_task-figures04_run-2	sub-01	50.248	50.512	case
ses-011_task-figures04_run-2	sub-01	50.576	50.92	something
ses-011_task-figures04_run-2	sub-01	51.0	51.86	happens.
ses-011_task-figures04_run-2	sub-01	54.49	54.946000000000005	Truth
ses-011_task-figures04_run-2	sub-01	54.978	55.146	['is
ses-011_task-figures04_run-2	sub-01	55.178	55.297999999999995	
