dataset	subject	onset	offset	word
ses-047_task-s05e15b	sub-01	0.33	0.446	Oh,
ses-047_task-s05e15b	sub-01	0.468	0.75	please.
ses-047_task-s05e15b	sub-01	0.82	1.006	You
ses-047_task-s05e15b	sub-01	1.028	1.166	are
ses-047_task-s05e15b	sub-01	1.188	1.674	obsessed
ses-047_task-s05e15b	sub-01	1.722	1.934	with
ses-047_task-s05e15b	sub-01	1.972	2.458	babies
ses-047_task-s05e15b	sub-01	2.554	2.9099999999999997	and
ses-047_task-s05e15b	sub-01	2.98	3.482	['marriage
ses-047_task-s05e15b	sub-01	3.546	3.726	and
ses-047_task-s05e15b	sub-01	3.748	3.982	everything
ses-047_task-s05e15b	sub-01	4.036	4.218	"that's""""]"
ses-047_task-s05e15b	sub-01	4.234	4.554	related
ses-047_task-s05e15b	sub-01	4.602	4.814	to
ses-047_task-s05e15b	sub-01	4.852	5.550000000000001	babies
ses-047_task-s05e15b	sub-01	5.97	6.334	and
ses-047_task-s05e15b	sub-01	6.372	7.15	marriage.
ses-047_task-s05e15b	sub-01	7.57	7.886	You
ses-047_task-s05e15b	sub-01	7.908	7.998	know
ses-047_task-s05e15b	sub-01	8.004	8.126	what?
ses-047_task-s05e15b	sub-01	8.148	8.238	I
ses-047_task-s05e15b	sub-01	8.244	8.318	got
ses-047_task-s05e15b	sub-01	8.324	8.398	a
ses-047_task-s05e15b	sub-01	8.404	8.526	good
ses-047_task-s05e15b	sub-01	8.548	8.83	idea.
ses-047_task-s05e15b	sub-01	8.9	9.038	['Why
ses-047_task-s05e15b	sub-01	9.044	9.178	don't
ses-047_task-s05e15b	sub-01	9.194	9.278	we
ses-047_task-s05e15b	sub-01	9.284	9.454	turn
ses-047_task-s05e15b	sub-01	9.492	9.598	the
ses-047_task-s05e15b	sub-01	9.604	9.818	heat
ses-047_task-s05e15b	sub-01	9.834	10.062	down
ses-047_task-s05e15b	sub-01	10.116	10.286	on']
ses-047_task-s05e15b	sub-01	10.308	10.446	this
ses-047_task-s05e15b	sub-01	10.468	10.826	pressure
ses-047_task-s05e15b	sub-01	10.858	11.63	cooker?
ses-047_task-s05e15b	sub-01	13.49	13.946	Lost
ses-047_task-s05e15b	sub-01	13.978	14.126	your
ses-047_task-s05e15b	sub-01	14.148	14.719999999999999	mind,
ses-047_task-s05e15b	sub-01	15.17	15.786	['Taylor?
ses-047_task-s05e15b	sub-01	15.818	15.918	This
ses-047_task-s05e15b	sub-01	15.924	16.137999999999998	isn't
ses-047_task-s05e15b	sub-01	16.154	16.334	about']
ses-047_task-s05e15b	sub-01	16.372	16.574	me.
ses-047_task-s05e15b	sub-01	16.612	16.718	This
ses-047_task-s05e15b	sub-01	16.724	16.846	is
