dataset	subject	onset	offset	word
ses-010_task-life03_run-2	sub-01	1.72	2.096	This
ses-010_task-life03_run-2	sub-01	2.158	2.654	huge
ses-010_task-life03_run-2	sub-01	2.742	3.166	flat
ses-010_task-life03_run-2	sub-01	3.238	3.814	rock
ses-010_task-life03_run-2	sub-01	3.942	4.206	is
ses-010_task-life03_run-2	sub-01	4.238	4.478000000000001	his
ses-010_task-life03_run-2	sub-01	4.534	5.33	anvil,
ses-010_task-life03_run-2	sub-01	17.95	18.31	and
ses-010_task-life03_run-2	sub-01	18.35	18.718	this
ses-010_task-life03_run-2	sub-01	18.814	19.19	is
ses-010_task-life03_run-2	sub-01	19.27	19.486	a
ses-010_task-life03_run-2	sub-01	19.518	20.25	hammer.
ses-010_task-life03_run-2	sub-01	21.71	22.134	"[""""It's""""]"
ses-010_task-life03_run-2	sub-01	22.182	22.366	made
ses-010_task-life03_run-2	sub-01	22.398	22.518	of
ses-010_task-life03_run-2	sub-01	22.534	22.662	a
ses-010_task-life03_run-2	sub-01	22.686	22.942	different
ses-010_task-life03_run-2	sub-01	23.006	23.206	and
ses-010_task-life03_run-2	sub-01	23.238	23.454	much
ses-010_task-life03_run-2	sub-01	23.502	23.869999999999997	harder
ses-010_task-life03_run-2	sub-01	23.91	24.35	rock
ses-010_task-life03_run-2	sub-01	24.43	24.622	than
ses-010_task-life03_run-2	sub-01	24.646	24.782	the
ses-010_task-life03_run-2	sub-01	24.806	25.57	anvil.
ses-010_task-life03_run-2	sub-01	29.91	30.51	Now
ses-010_task-life03_run-2	sub-01	30.63	31.15	something
ses-010_task-life03_run-2	sub-01	31.27	32.042	extraordinary
ses-010_task-life03_run-2	sub-01	32.126	32.989999999999995	happens.
ses-010_task-life03_run-2	sub-01	45.93	46.242	['The
ses-010_task-life03_run-2	sub-01	46.266	46.906	capuchin's
ses-010_task-life03_run-2	sub-01	46.938	47.106	use
ses-010_task-life03_run-2	sub-01	47.138	47.306	of
ses-010_task-life03_run-2	sub-01	47.338	47.578	these']
ses-010_task-life03_run-2	sub-01	47.634	48.026	stone
ses-010_task-life03_run-2	sub-01	48.098	48.754	tools
ses-010_task-life03_run-2	sub-01	48.842	49.458	requires
ses-010_task-life03_run-2	sub-01	49.514	49.802	an
ses-010_task-life03_run-2	sub-01	49.866	50.426	exceptional
ses-010_task-life03_run-2	sub-01	50.498	50.873999999999995	level
ses-010_task-life03_run-2	sub-01	50.962	51.258	of
ses-010_task-life03_run-2	sub-01	51.314	52.202	intelligence,
ses-010_task-life03_run-2	sub-01	52.346	53.129999999999995	planning
ses-010_task-life03_run-2	sub-01	53.25	53.554	and
ses-010_task-life03_run-2	sub-01	53.602	54.55	dexterity.
ses-010_task-life03_run-2	sub-01	68.27	68.582	The
ses-010_task-life03_run-2	sub-01	68.606	68.97399999999999	nut
ses-010_task-life03_run-2	sub-01	69.062	69.614	finally
ses-010_task-life03_run-2	sub-01	69.662	70.53	cracks
ses-010_task-life03_run-2	sub-01	70.87	71.446	and
ses-010_task-life03_run-2	sub-01	71.558	72.43	exposes
ses-010_task-life03_run-2	sub-01	72.51	72.75	a
ses-010_task-life03_run-2	sub-01	72.79	73.134	rich,
ses-010_task-life03_run-2	sub-01	73.222	73.71	oily
ses-010_task-life03_run-2	sub-01	73.75	74.57	kernel.
ses-010_task-life03_run-2	sub-01	81.11	81.982	Youngsters
ses-010_task-life03_run-2	sub-01	82.086	82.446	watch
ses-010_task-life03_run-2	sub-01	82.518	82.798	and
ses-010_task-life03_run-2	sub-01	82.854	83.27	imitate
ses-010_task-life03_run-2	sub-01	83.31	83.462	the
ses-010_task-life03_run-2	sub-01	83.486	84.11	adults,
ses-010_task-life03_run-2	sub-01	84.19	84.454	just
ses-010_task-life03_run-2	sub-01	84.502	84.68599999999999	as
ses-010_task-life03_run-2	sub-01	84.718	84.958	human
ses-010_task-life03_run-2	sub-01	85.014	85.50999999999999	toddlers
ses-010_task-life03_run-2	sub-01	85.55	86.13	do.
ses-010_task-life03_run-2	sub-01	87.23	87.542	If
ses-010_task-life03_run-2	sub-01	87.566	87.654	they
ses-010_task-life03_run-2	sub-01	87.662	87.75800000000001	are
ses-010_task-life03_run-2	sub-01	87.774	87.902	to
ses-010_task-life03_run-2	sub-01	87.926	88.23	become
ses-010_task-life03_run-2	sub-01	88.31	89.196	independent,
ses-010_task-life03_run-2	sub-01	89.318	89.55199999999999	they
ses-010_task-life03_run-2	sub-01	89.576	89.75999999999999	must
ses-010_task-life03_run-2	sub-01	89.8	90.01599999999999	learn
ses-010_task-life03_run-2	sub-01	90.048	90.19200000000001	to
ses-010_task-life03_run-2	sub-01	90.216	90.58399999999999	crack
ses-010_task-life03_run-2	sub-01	90.672	90.896	their
ses-010_task-life03_run-2	sub-01	90.928	91.14399999999999	own
ses-010_task-life03_run-2	sub-01	91.192	92.02	nuts.
ses-010_task-life03_run-2	sub-01	98.8	99.112	But
ses-010_task-life03_run-2	sub-01	99.136	99.27199999999999	the
ses-010_task-life03_run-2	sub-01	99.296	99.584	learning
ses-010_task-life03_run-2	sub-01	99.632	100.104	process
ses-010_task-life03_run-2	sub-01	100.232	100.544	is
ses-010_task-life03_run-2	sub-01	100.592	101.136	long,
ses-010_task-life03_run-2	sub-01	101.288	101.672	with
ses-010_task-life03_run-2	sub-01	101.736	101.98400000000001	many
ses-010_task-life03_run-2	sub-01	102.032	103.17999999999999	frustrations.
ses-010_task-life03_run-2	sub-01	107.2	107.56	They
ses-010_task-life03_run-2	sub-01	107.6	107.88	learn
ses-010_task-life03_run-2	sub-01	107.92	108.19200000000001	early
ses-010_task-life03_run-2	sub-01	108.256	108.936	on
ses-010_task-life03_run-2	sub-01	109.128	109.48	that
ses-010_task-life03_run-2	sub-01	109.52	109.696	to
ses-010_task-life03_run-2	sub-01	109.728	109.872	do
ses-010_task-life03_run-2	sub-01	109.896	110.008	a
ses-010_task-life03_run-2	sub-01	110.024	110.224	job
ses-010_task-life03_run-2	sub-01	110.272	111.14	properly,
ses-010_task-life03_run-2	sub-01	112.28	112.64	you
ses-010_task-life03_run-2	sub-01	112.68	112.88000000000001	need
ses-010_task-life03_run-2	sub-01	112.92	113.096	the
ses-010_task-life03_run-2	sub-01	113.128	113.368	right
ses-010_task-life03_run-2	sub-01	113.424	114.02000000000001	tool.
ses-010_task-life03_run-2	sub-01	124.17	124.482	It
ses-010_task-life03_run-2	sub-01	124.506	124.666	could
ses-010_task-life03_run-2	sub-01	124.698	124.98599999999999	take
ses-010_task-life03_run-2	sub-01	125.058	125.41000000000001	eight
ses-010_task-life03_run-2	sub-01	125.49	125.72999999999999	years
ses-010_task-life03_run-2	sub-01	125.77	125.898	for
ses-010_task-life03_run-2	sub-01	125.914	126.018	a
ses-010_task-life03_run-2	sub-01	126.034	126.59400000000001	capuchin
ses-010_task-life03_run-2	sub-01	126.642	126.80199999999999	to
ses-010_task-life03_run-2	sub-01	126.826	127.21	master
ses-010_task-life03_run-2	sub-01	127.25	127.45	this
ses-010_task-life03_run-2	sub-01	127.49	127.90599999999999	art
ses-010_task-life03_run-2	sub-01	128.018	128.314	and
ses-010_task-life03_run-2	sub-01	128.362	128.898	overcome
ses-010_task-life03_run-2	sub-01	128.954	129.098	the
ses-010_task-life03_run-2	sub-01	129.114	129.85	"[""""palm's"
ses-010_task-life03_run-2	sub-01	129.93	130.586	formidable']
ses-010_task-life03_run-2	sub-01	130.658	131.63	defenses.
ses-010_task-life03_run-2	sub-01	142.81	143.17000000000002	But
ses-010_task-life03_run-2	sub-01	143.21	143.458	some
ses-010_task-life03_run-2	sub-01	143.514	144.074	plants
ses-010_task-life03_run-2	sub-01	144.162	144.41	have
ses-010_task-life03_run-2	sub-01	144.45	144.72199999999998	turned
ses-010_task-life03_run-2	sub-01	144.746	144.882	the
ses-010_task-life03_run-2	sub-01	144.906	145.674	tables
ses-010_task-life03_run-2	sub-01	145.802	146.09	and
ses-010_task-life03_run-2	sub-01	146.13	146.60999999999999	feed
ses-010_task-life03_run-2	sub-01	146.73	147.034	on
ses-010_task-life03_run-2	sub-01	147.082	147.75	animals.
ses-010_task-life03_run-2	sub-01	153.35	153.95	This
ses-010_task-life03_run-2	sub-01	154.07	154.422	is
ses-010_task-life03_run-2	sub-01	154.486	154.70999999999998	a
ses-010_task-life03_run-2	sub-01	154.75	155.158	highly
ses-010_task-life03_run-2	sub-01	155.214	156.078	sophisticated
ses-010_task-life03_run-2	sub-01	156.174	156.982	trap.
ses-010_task-life03_run-2	sub-01	157.166	157.486	The
ses-010_task-life03_run-2	sub-01	157.518	158.21	bait,
ses-010_task-life03_run-2	sub-01	158.95	159.566	sugary
ses-010_task-life03_run-2	sub-01	159.638	160.15	nectar
ses-010_task-life03_run-2	sub-01	160.23	160.542	around
