dataset	subject	onset	offset	word
ses-056_task-s06e09a	sub-01	5.93	6.2379999999999995	Hey,
ses-056_task-s06e09a	sub-01	6.324	6.574	you
ses-056_task-s06e09a	sub-01	6.612	6.766	guys
ses-056_task-s06e09a	sub-01	6.788	6.974	ever
ses-056_task-s06e09a	sub-01	7.012	7.262	wonder
ses-056_task-s06e09a	sub-01	7.316	7.534	why
ses-056_task-s06e09a	sub-01	7.572	7.726	they
ses-056_task-s06e09a	sub-01	7.748	7.934	call
ses-056_task-s06e09a	sub-01	7.972	8.174000000000001	it
ses-056_task-s06e09a	sub-01	8.212	9.39	Thanksgiving?
ses-056_task-s06e09a	sub-01	12.21	12.958	Okay.
ses-056_task-s06e09a	sub-01	13.124	13.454	['Hey
ses-056_task-s06e09a	sub-01	13.492	14.090000000000002	
ses-056_task-s06e09a	sub-01	14.17	14.458	Monica
ses-056_task-s06e09a	sub-01	14.474	14.702	
ses-056_task-s06e09a	sub-01	14.756	15.354000000000001	Thanksgiving
ses-056_task-s06e09a	sub-01	15.402	15.661999999999999	next
ses-056_task-s06e09a	sub-01	15.716	15.982	week,
ses-056_task-s06e09a	sub-01	16.036	16.302	right?
ses-056_task-s06e09a	sub-01	16.356	16.718	['Because
ses-056_task-s06e09a	sub-01	16.804	17.305999999999997	Carol's
ses-056_task-s06e09a	sub-01	17.338	17.582	taking']
ses-056_task-s06e09a	sub-01	17.636	17.913999999999998	['Ben
ses-056_task-s06e09a	sub-01	17.962	18.126	to
ses-056_task-s06e09a	sub-01	18.148	18.334	her
ses-056_task-s06e09a	sub-01	18.372	18.954	"parents'place""""]"
ses-056_task-s06e09a	sub-01	19.002	19.694	in
ses-056_task-s06e09a	sub-01	19.892	20.494	okay,
ses-056_task-s06e09a	sub-01	20.612	21.374	['okay.
ses-056_task-s06e09a	sub-01	21.572	21.994	I'll
ses-056_task-s06e09a	sub-01	22.042	22.254	make']
ses-056_task-s06e09a	sub-01	22.292	22.826	Thanksgiving
ses-056_task-s06e09a	sub-01	22.858	23.482	dinner.
ses-056_task-s06e09a	sub-01	23.626	23.886000000000003	['You
ses-056_task-s06e09a	sub-01	23.908	24.058	don't
ses-056_task-s06e09a	sub-01	24.074	24.158	have
ses-056_task-s06e09a	sub-01	24.164	24.334000000000003	to
ses-056_task-s06e09a	sub-01	24.372	25.07	beg.']
ses-056_task-s06e09a	sub-01	25.77	26.038	['I
ses-056_task-s06e09a	sub-01	26.044	26.274	didn't
ses-056_task-s06e09a	sub-01	26.322	26.689999999999998	beg.']
ses-056_task-s06e09a	sub-01	26.77	26.966	I
ses-056_task-s06e09a	sub-01	26.988	27.126	just
ses-056_task-s06e09a	sub-01	27.148	27.382	asked
