dataset	subject	onset	offset	word
ses-002_task-bourne07	sub-01	46.73	46.794	All
ses-002_task-bourne07	sub-01	46.802	47.35	right.
ses-002_task-bourne07	sub-01	47.65	48.138	Finished
ses-002_task-bourne07	sub-01	48.154	48.306000000000004	my
ses-002_task-bourne07	sub-01	48.338	48.594	box
ses-002_task-bourne07	sub-01	48.642	48.826	work,
ses-002_task-bourne07	sub-01	48.858	48.977999999999994	but
ses-002_task-bourne07	sub-01	48.994	49.074	I
ses-002_task-bourne07	sub-01	49.082	49.282000000000004	wanted
ses-002_task-bourne07	sub-01	49.306	49.418	to
ses-002_task-bourne07	sub-01	49.434	49.586	show
ses-002_task-bourne07	sub-01	49.618	49.786	you
ses-002_task-bourne07	sub-01	49.818	50.034	before
ses-002_task-bourne07	sub-01	50.082	50.218	I
ses-002_task-bourne07	sub-01	50.234	50.442	showed
ses-002_task-bourne07	sub-01	50.466	51.018	Landy.
ses-002_task-bourne07	sub-01	51.114	51.297999999999995	I
ses-002_task-bourne07	sub-01	51.314	51.466	came
ses-002_task-bourne07	sub-01	51.498	51.69	down
ses-002_task-bourne07	sub-01	51.73	51.906	here
ses-002_task-bourne07	sub-01	51.938	52.154	last
ses-002_task-bourne07	sub-01	52.202	52.361999999999995	night
ses-002_task-bourne07	sub-01	52.386	52.690000000000005	because
ses-002_task-bourne07	sub-01	52.77	52.938	none
ses-002_task-bourne07	sub-01	52.954	53.082	of
ses-002_task-bourne07	sub-01	53.106	53.218	this
ses-002_task-bourne07	sub-01	53.234	53.386	is
ses-002_task-bourne07	sub-01	53.418	53.634	making
ses-002_task-bourne07	sub-01	53.682	53.89	['any
ses-002_task-bourne07	sub-01	53.93	54.338	sense.
ses-002_task-bourne07	sub-01	54.434	54.617999999999995	I
ses-002_task-bourne07	sub-01	54.634	54.738	mean
ses-002_task-bourne07	sub-01	54.754	54.882	
ses-002_task-bourne07	sub-01	54.906	55.018	I'm
ses-002_task-bourne07	sub-01	55.034	55.186	you.
ses-002_task-bourne07	sub-01	55.218	55.522000000000006	Conklin
ses-002_task-bourne07	sub-01	55.546	55.658	was
ses-002_task-bourne07	sub-01	55.674	55.778	a
ses-002_task-bourne07	sub-01	55.794	56.105999999999995	nut.
ses-002_task-bourne07	sub-01	56.178	56.337999999999994	But
ses-002_task-bourne07	sub-01	56.354	56.482	a
ses-002_task-bourne07	sub-01	56.506	57.432	['traitor?
ses-002_task-bourne07	sub-01	57.446	57.524	I
ses-002_task-bourne07	sub-01	57.532	57.675999999999995	just
ses-002_task-bourne07	sub-01	57.708	57.876	can't
ses-002_task-bourne07	sub-01	57.908	58.052	get']
ses-002_task-bourne07	sub-01	58.076	58.716	there.
ses-002_task-bourne07	sub-01	58.908	59.188	What
ses-002_task-bourne07	sub-01	59.204	59.284	do
ses-002_task-bourne07	sub-01	59.292	59.412	you
ses-002_task-bourne07	sub-01	59.436	59.572	have,
ses-002_task-bourne07	sub-01	59.596	60.251999999999995	Danny?
ses-002_task-bourne07	sub-01	60.396	60.604	All
ses-002_task-bourne07	sub-01	60.612	60.852000000000004	right,
ses-002_task-bourne07	sub-01	60.916	61.092	you
ses-002_task-bourne07	sub-01	61.116	61.228	put
ses-002_task-bourne07	sub-01	61.244	61.372	a
ses-002_task-bourne07	sub-01	61.396	61.58	four
ses-002_task-bourne07	sub-01	61.62	61.836	gam
ses-002_task-bourne07	sub-01	61.868	62.172000000000004	kell
ses-002_task-bourne07	sub-01	62.196	62.355999999999995	on
ses-002_task-bourne07	sub-01	62.388	62.796	['here
ses-002_task-bourne07	sub-01	62.908	63.156	
ses-002_task-bourne07	sub-01	63.188	63.372	it's
ses-002_task-bourne07	sub-01	63.396	63.532000000000004	gonna
ses-002_task-bourne07	sub-01	63.556	63.715999999999994	take
ses-002_task-bourne07	sub-01	63.748	63.916	out
ses-002_task-bourne07	sub-01	63.948	64.068	power
ses-002_task-bourne07	sub-01	64.084	64.212	the
ses-002_task-bourne07	sub-01	64.236	64.516	building.
ses-002_task-bourne07	sub-01	64.588	64.77199999999999	You
ses-002_task-bourne07	sub-01	64.796	64.956	know
ses-002_task-bourne07	sub-01	64.988	65.372	that.
ses-002_task-bourne07	sub-01	65.476	65.692	There
ses-002_task-bourne07	sub-01	65.716	65.85199999999999	were
ses-002_task-bourne07	sub-01	65.876	66.06	two
ses-002_task-bourne07	sub-01	66.1	66.44399999999999	charges
ses-002_task-bourne07	sub-01	66.492	66.628	that
ses-002_task-bourne07	sub-01	66.644	66.748	were
ses-002_task-bourne07	sub-01	66.764	66.916	supposed
ses-002_task-bourne07	sub-01	66.948	67.068	to
ses-002_task-bourne07	sub-01	67.084	67.188	go
ses-002_task-bourne07	sub-01	67.204	67.332	off
ses-002_task-bourne07	sub-01	67.356	68.116	simultaneously.
ses-002_task-bourne07	sub-01	68.148	68.33999999999999	The
ses-002_task-bourne07	sub-01	68.38	68.652	second
ses-002_task-bourne07	sub-01	68.716	69.13199999999999	one,
ses-002_task-bourne07	sub-01	69.236	69.452	the
ses-002_task-bourne07	sub-01	69.476	69.612	one
ses-002_task-bourne07	sub-01	69.636	69.868	over
ses-002_task-bourne07	sub-01	69.924	70.45200000000001	['here
ses-002_task-bourne07	sub-01	70.596	70.916	
ses-002_task-bourne07	sub-01	70.948	71.116	didn't
ses-002_task-bourne07	sub-01	71.148	71.508	go
ses-002_task-bourne07	sub-01	71.604	71.836	Now,
ses-002_task-bourne07	sub-01	71.868	72.036	first
ses-002_task-bourne07	sub-01	72.068	72.212	of
ses-002_task-bourne07	sub-01	72.236	72.444	all,
ses-002_task-bourne07	sub-01	72.492	72.652	this
ses-002_task-bourne07	sub-01	72.676	72.86	is
ses-002_task-bourne07	sub-01	72.9	73.348	['nothing.
ses-002_task-bourne07	sub-01	73.444	73.652	It's
ses-002_task-bourne07	sub-01	73.676	73.788	a
ses-002_task-bourne07	sub-01	73.804	73.98	sub
ses-002_task-bourne07	sub-01	74.02	74.22	line
ses-002_task-bourne07	sub-01	74.26	74.388	for']
ses-002_task-bourne07	sub-01	74.404	74.508	the
ses-002_task-bourne07	sub-01	74.524	74.836	breaker
ses-002_task-bourne07	sub-01	74.868	75.404	above.
ses-002_task-bourne07	sub-01	75.532	75.82	And
ses-002_task-bourne07	sub-01	75.86	76.348	second,
ses-002_task-bourne07	sub-01	76.484	76.756	why
ses-002_task-bourne07	sub-01	76.788	76.932	put
ses-002_task-bourne07	sub-01	76.956	77.092	the
ses-002_task-bourne07	sub-01	77.116	77.396	charge
ses-002_task-bourne07	sub-01	77.428	77.548	['all
ses-002_task-bourne07	sub-01	77.564	77.64399999999999	the
ses-002_task-bourne07	sub-01	77.652	77.772	way
ses-002_task-bourne07	sub-01	77.796	77.98	down
ses-002_task-bourne07	sub-01	78.02	78.33999999999999	here?
ses-002_task-bourne07	sub-01	78.42	78.58800000000001	If
ses-002_task-bourne07	sub-01	78.604	78.748	you're
ses-002_task-bourne07	sub-01	78.764	78.916	good']
ses-002_task-bourne07	sub-01	78.948	79.116	enough
ses-002_task-bourne07	sub-01	79.148	79.292	to
ses-002_task-bourne07	sub-01	79.316	79.452	get
ses-002_task-bourne07	sub-01	79.476	79.636	in
ses-002_task-bourne07	sub-01	79.668	79.78800000000001	here
ses-002_task-bourne07	sub-01	79.804	79.932	and
ses-002_task-bourne07	sub-01	79.956	80.148	handle
ses-002_task-bourne07	sub-01	80.164	80.268	the
ses-002_task-bourne07	sub-01	80.284	80.45200000000001	gear,
ses-002_task-bourne07	sub-01	80.476	80.628	"[""""you're"
ses-002_task-bourne07	sub-01	80.644	80.796	good
ses-002_task-bourne07	sub-01	80.828	80.99600000000001	enough
ses-002_task-bourne07	sub-01	81.028	81.14800000000001	to
ses-002_task-bourne07	sub-01	81.164	81.34	know
ses-002_task-bourne07	sub-01	81.38	81.484	you
ses-002_task-bourne07	sub-01	81.492	81.61200000000001	don't
ses-002_task-bourne07	sub-01	81.636	81.79599999999999	need']
ses-002_task-bourne07	sub-01	81.828	82.476	this.
ses-002_task-bourne07	sub-01	82.668	83.07600000000001	Bourne
ses-002_task-bourne07	sub-01	83.108	83.88000000000001	would know.
ses-002_task-bourne07	sub-01	84.42	84.732	It
ses-002_task-bourne07	sub-01	84.756	84.916	was
ses-002_task-bourne07	sub-01	84.948	85.6	staged?
ses-002_task-bourne07	sub-01	85.94	86.28399999999999	Is it
ses-002_task-bourne07	sub-01	86.292	86.412	a
ses-002_task-bourne07	sub-01	86.436	86.68400000000001	slam
ses-002_task-bourne07	sub-01	86.732	87.084	dunk?
ses-002_task-bourne07	sub-01	87.132	87.436	No.
ses-002_task-bourne07	sub-01	87.508	88.02799999999999	But
ses-002_task-bourne07	sub-01	88.164	88.412	what
ses-002_task-bourne07	sub-01	88.436	88.596	if
ses-002_task-bourne07	sub-01	88.628	88.876	somebody
ses-002_task-bourne07	sub-01	88.908	89.028	were
ses-002_task-bourne07	sub-01	89.044	89.172	trying
ses-002_task-bourne07	sub-01	89.196	89.30799999999999	to
ses-002_task-bourne07	sub-01	89.324	89.476	cover
ses-002_task-bourne07	sub-01	89.508	89.652	their
ses-002_task-bourne07	sub-01	89.676	90.07600000000001	tracks
ses-002_task-bourne07	sub-01	90.108	90.27600000000001	by
ses-002_task-bourne07	sub-01	90.308	90.63600000000001	blaming
ses-002_task-bourne07	sub-01	90.668	91.036	Conklin
ses-002_task-bourne07	sub-01	91.068	91.188	and
ses-002_task-bourne07	sub-01	91.204	92.03599999999999	Bourne?
ses-002_task-bourne07	sub-01	92.228	92.508	['What
ses-002_task-bourne07	sub-01	92.524	92.652	if
ses-002_task-bourne07	sub-01	92.676	92.924	Bourne
ses-002_task-bourne07	sub-01	92.932	93.092	didn't
ses-002_task-bourne07	sub-01	93.116	93.276	have
ses-002_task-bourne07	sub-01	93.308	93.55600000000001	anything
ses-002_task-bourne07	sub-01	93.588	93.708	to
ses-002_task-bourne07	sub-01	93.724	93.852	do']
ses-002_task-bourne07	sub-01	93.876	94.012	with
ses-002_task-bourne07	sub-01	94.036	94.6	this?
ses-002_task-bourne07	sub-01	97.62	97.932	Show
ses-002_task-bourne07	sub-01	97.956	98.068	me
ses-002_task-bourne07	sub-01	98.084	98.188	again.
ses-002_task-bourne07	sub-01	99.044	99.25999999999999	All
ses-002_task-bourne07	sub-01	99.26	99.708	right.
ses-002_task-bourne07	sub-01	99.844	100.116	Well,
ses-002_task-bourne07	sub-01	100.148	100.268	you
ses-002_task-bourne07	sub-01	100.284	100.388	put
ses-002_task-bourne07	sub-01	100.404	100.508	a...
ses-002_task-bourne07	sub-01	126.91	127.246	['Pull
ses-002_task-bourne07	sub-01	127.278	127.518	over.
ses-002_task-bourne07	sub-01	127.574	127.782	He's
ses-002_task-bourne07	sub-01	127.806	128.014	getting']
ses-002_task-bourne07	sub-01	128.062	128.65	out.
ses-002_task-bourne07	sub-01	131.87	132.18200000000002	This
ses-002_task-bourne07	sub-01	132.206	132.34199999999998	is
ses-002_task-bourne07	sub-01	132.366	132.478	not
ses-002_task-bourne07	sub-01	132.494	132.598	a
ses-002_task-bourne07	sub-01	132.614	132.894	drill,
ses-002_task-bourne07	sub-01	132.942	133.65	soldier.
ses-002_task-bourne07	sub-01	134.19	134.502	We
ses-002_task-bourne07	sub-01	134.526	134.686	clear
ses-002_task-bourne07	sub-01	134.718	134.862	on
ses-002_task-bourne07	sub-01	134.886	135.45	that?
ses-002_task-bourne07	sub-01	136.51	136.846	This
ses-002_task-bourne07	sub-01	136.878	136.998	is
ses-002_task-bourne07	sub-01	137.014	137.142	a
ses-002_task-bourne07	sub-01	137.166	137.398	live
ses-002_task-bourne07	sub-01	137.454	138.05	project.
ses-002_task-bourne07	sub-01	138.63	139.03799999999998	"[""""You're a"
ses-002_task-bourne07	sub-01	139.094	139.69	go.']
ses-002_task-bourne07	sub-01	142.21	142.52200000000002	"[""""We'll"
ses-002_task-bourne07	sub-01	142.546	142.682	see
ses-002_task-bourne07	sub-01	142.706	142.81799999999998	you
ses-002_task-bourne07	sub-01	142.834	142.91400000000002	on
ses-002_task-bourne07	sub-01	142.922	143.018	the']
ses-002_task-bourne07	sub-01	143.034	143.20999999999998	other
ses-002_task-bourne07	sub-01	143.25	143.83	side.
ses-002_task-bourne07	sub-01	164.29	164.626	Good
ses-002_task-bourne07	sub-01	164.658	164.97	evening,
ses-002_task-bourne07	sub-01	165.01	165.45	sir.
ses-002_task-bourne07	sub-01	165.57	165.778	How
ses-002_task-bourne07	sub-01	165.794	165.89800000000002	can
ses-002_task-bourne07	sub-01	165.914	165.994	I
ses-002_task-bourne07	sub-01	166.002	166.122	help
ses-002_task-bourne07	sub-01	166.146	166.378	you?
ses-002_task-bourne07	sub-01	166.434	166.602	Yeah,
ses-002_task-bourne07	sub-01	166.626	166.738	hi.
ses-002_task-bourne07	sub-01	166.754	166.858	I
ses-002_task-bourne07	sub-01	166.874	166.994	want
ses-002_task-bourne07	sub-01	167.002	167.074	to
ses-002_task-bourne07	sub-01	167.082	167.178	get
ses-002_task-bourne07	sub-01	167.194	167.298	a
ses-002_task-bourne07	sub-01	167.314	167.46599999999998	room
ses-002_task-bourne07	sub-01	167.498	167.618	for
ses-002_task-bourne07	sub-01	167.634	167.76199999999997	the
ses-002_task-bourne07	sub-01	167.786	168.09	night.
ses-002_task-bourne07	sub-01	168.17	168.29	Do
ses-002_task-bourne07	sub-01	168.29	168.35399999999998	you
ses-002_task-bourne07	sub-01	168.362	168.434	have
ses-002_task-bourne07	sub-01	168.442	168.514	a
ses-002_task-bourne07	sub-01	168.522	169.266	reservation?
ses-002_task-bourne07	sub-01	169.418	170.11	No.
ses-002_task-bourne07	sub-01	175.59	175.998	Actually,
ses-002_task-bourne07	sub-01	176.054	176.246	is
ses-002_task-bourne07	sub-01	176.278	176.638	room
ses-002_task-bourne07	sub-01	176.734	177.99	645
ses-002_task-bourne07	sub-01	178.15	178.614	available?
ses-002_task-bourne07	sub-01	178.702	178.926	"[""""I've"
ses-002_task-bourne07	sub-01	178.958	179.142	stayed
ses-002_task-bourne07	sub-01	179.166	179.302	there
ses-002_task-bourne07	sub-01	179.326	179.89	before.']
ses-002_task-bourne07	sub-01	184.19	184.518	"[""""I'm"
ses-002_task-bourne07	sub-01	184.534	184.75	sorry
ses-002_task-bourne07	sub-01	184.79	184.96599999999998	sir.
ses-002_task-bourne07	sub-01	184.998	185.142	That
ses-002_task-bourne07	sub-01	185.166	185.302	room
ses-002_task-bourne07	sub-01	185.326	185.462	is
ses-002_task-bourne07	sub-01	185.486	186.31799999999998	occupied.
ses-002_task-bourne07	sub-01	186.494	186.782	How
ses-002_task-bourne07	sub-01	186.806	186.99	about
ses-002_task-bourne07	sub-01	187.03	187.182	room
ses-002_task-bourne07	sub-01	187.206	187.86999999999998	['644?
ses-002_task-bourne07	sub-01	187.91	188.06199999999998	It's
ses-002_task-bourne07	sub-01	188.086	188.222	right
ses-002_task-bourne07	sub-01	188.246	188.406	across
ses-002_task-bourne07	sub-01	188.438	188.582	the
ses-002_task-bourne07	sub-01	188.606	189.21	hall.']
ses-002_task-bourne07	sub-01	190.31	191.05	Sir?
ses-002_task-bourne07	sub-01	192.59	193.81	['644?
ses-002_task-bourne07	sub-01	194.51	194.862	"It's""""]"
ses-002_task-bourne07	sub-01	194.886	195.398	fine.
ses-002_task-bourne07	sub-01	195.534	195.80599999999998	Thank
ses-002_task-bourne07	sub-01	195.838	196.126	you.
ses-002_task-bourne07	sub-01	196.198	196.358	I
ses-002_task-bourne07	sub-01	196.374	196.50199999999998	just
ses-002_task-bourne07	sub-01	196.526	196.638	need
ses-002_task-bourne07	sub-01	196.654	196.80599999999998	your
ses-002_task-bourne07	sub-01	196.838	197.24599999999998	passport
ses-002_task-bourne07	sub-01	197.318	197.502	and
ses-002_task-bourne07	sub-01	197.526	197.758	the
ses-002_task-bourne07	sub-01	197.814	198.54999999999998	signature
ses-002_task-bourne07	sub-01	198.71	199.006	right
ses-002_task-bourne07	sub-01	199.038	199.20600000000002	here,
ses-002_task-bourne07	sub-01	199.238	199.81	please.
ses-002_task-bourne07	sub-01	202.71	202.99800000000002	Have
ses-002_task-bourne07	sub-01	203.014	203.09400000000002	a
ses-002_task-bourne07	sub-01	203.102	203.246	nice
ses-002_task-bourne07	sub-01	203.278	203.85	night.
ses-002_task-bourne07	sub-01	271.29	271.642	There
ses-002_task-bourne07	sub-01	271.666	271.85	you go,
ses-002_task-bourne07	sub-01	271.89	272.71	Rusty.
ses-002_task-bourne07	sub-01	283.73	284.47	Where?
ses-002_task-bourne07	sub-01	284.97	285.466	Brecker
ses-002_task-bourne07	sub-01	285.498	286.002	Hotel.
ses-002_task-bourne07	sub-01	286.698	286.95399999999995	['Okay
ses-002_task-bourne07	sub-01	287.002	287.13800000000003	
ses-002_task-bourne07	sub-01	287.154	287.522	we're
ses-002_task-bourne07	sub-01	287.626	287.818	Take
ses-002_task-bourne07	sub-01	287.834	287.938	the
ses-002_task-bourne07	sub-01	287.954	288.266	van.
ses-002_task-bourne07	sub-01	288.338	288.682	Brecker.
ses-002_task-bourne07	sub-01	288.706	288.81800000000004	How
ses-002_task-bourne07	sub-01	288.834	289.058	far?
ses-002_task-bourne07	sub-01	289.114	289.306	About
ses-002_task-bourne07	sub-01	289.338	289.53000000000003	five,
ses-002_task-bourne07	sub-01	289.57	289.77	six
ses-002_task-bourne07	sub-01	289.81	290.43	minutes.
ses-002_task-bourne07	sub-01	371.03	372.10999999999996	Congratulations,
ses-002_task-bourne07	sub-01	372.15	372.89	soldier.
ses-002_task-bourne07	sub-01	373.23	373.654	Training
ses-002_task-bourne07	sub-01	373.702	373.862	is
ses-002_task-bourne07	sub-01	373.886	374.45000000000005	over.
ses-002_task-bourne07	sub-01	462.97	463.42600000000004	Black
ses-002_task-bourne07	sub-01	463.498	464.042	coat,
ses-002_task-bourne07	sub-01	464.146	464.69800000000004	possibly
ses-002_task-bourne07	sub-01	464.754	465.394	leather,
ses-002_task-bourne07	sub-01	465.562	465.938	dark
ses-002_task-bourne07	sub-01	465.994	466.23400000000004	t
ses-002_task-bourne07	sub-01	466.282	466.80199999999996	shirt,
ses-002_task-bourne07	sub-01	466.906	467.218	dark
ses-002_task-bourne07	sub-01	467.274	467.85	pants.
ses-002_task-bourne07	sub-01	467.97	468.25	The
ses-002_task-bourne07	sub-01	468.29	468.53000000000003	cops
ses-002_task-bourne07	sub-01	468.57	468.746	out
ses-002_task-bourne07	sub-01	468.778	468.946	there
ses-002_task-bourne07	sub-01	468.978	469.098	want
ses-002_task-bourne07	sub-01	469.114	469.21799999999996	to
ses-002_task-bourne07	sub-01	469.234	469.51399999999995	corral
ses-002_task-bourne07	sub-01	469.562	469.69800000000004	all
ses-002_task-bourne07	sub-01	469.714	469.842	the
ses-002_task-bourne07	sub-01	469.866	470.058	guests
ses-002_task-bourne07	sub-01	470.074	470.322	together
ses-002_task-bourne07	sub-01	470.386	470.538	out
ses-002_task-bourne07	sub-01	470.554	470.63399999999996	on
