dataset	subject	onset	offset	word
ses-061_task-s06e15d	sub-01	1.93	2.238	Oh,
ses-061_task-s06e15d	sub-01	2.324	2.67	my
ses-061_task-s06e15d	sub-01	2.74	3.3600000000000003	God.
ses-061_task-s06e15d	sub-01	5.09	5.454	I
ses-061_task-s06e15d	sub-01	5.492	6.08	know.
ses-061_task-s06e15d	sub-01	7.65	8.014000000000001	I
ses-061_task-s06e15d	sub-01	8.052	8.254	tell
ses-061_task-s06e15d	sub-01	8.292	8.494	you
ses-061_task-s06e15d	sub-01	8.532	9.12	something.
ses-061_task-s06e15d	sub-01	9.49	9.854000000000001	We
ses-061_task-s06e15d	sub-01	9.892	10.046	are
ses-061_task-s06e15d	sub-01	10.068	10.206	gonna
ses-061_task-s06e15d	sub-01	10.228	10.414	do
ses-061_task-s06e15d	sub-01	10.452	10.798	that
ses-061_task-s06e15d	sub-01	10.884	11.52	again.
ses-061_task-s06e15d	sub-01	13.97	14.72	Okay.
ses-061_task-s06e15d	sub-01	26.25	27.0	Morning.
ses-061_task-s06e15d	sub-01	29.21	29.574	All
ses-061_task-s06e15d	sub-01	29.612	30.054	right.
ses-061_task-s06e15d	sub-01	30.172	30.84	Yeah.
ses-061_task-s06e15d	sub-01	32.09	32.742000000000004	Oh,
ses-061_task-s06e15d	sub-01	32.876	33.559999999999995	God.
ses-061_task-s06e15d	sub-01	34.49	34.854	['Oh
ses-061_task-s06e15d	sub-01	34.892	35.094	
ses-061_task-s06e15d	sub-01	35.132	35.346	I
ses-061_task-s06e15d	sub-01	35.378	35.67	can't
ses-061_task-s06e15d	sub-01	35.74	36.146	Joey
ses-061_task-s06e15d	sub-01	36.178	36.818	trippion.
ses-061_task-s06e15d	sub-01	36.914	37.126000000000005	He
ses-061_task-s06e15d	sub-01	37.148	37.334	heard
ses-061_task-s06e15d	sub-01	37.372	37.586	me
ses-061_task-s06e15d	sub-01	37.628	37.974	throw
ses-061_task-s06e15d	sub-01	38.022	38.62	up.
ses-061_task-s06e15d	sub-01	40.03	40.538000000000004	He
ses-061_task-s06e15d	sub-01	40.624	40.97	actually
ses-061_task-s06e15d	sub-01	41.04	41.274	saw
ses-061_task-s06e15d	sub-01	41.312	41.466	you
ses-061_task-s06e15d	sub-01	41.488	41.578	a
ses-061_task-s06e15d	sub-01	41.584	41.706	little
ses-061_task-s06e15d	sub-01	41.728	41.914	bit
ses-061_task-s06e15d	sub-01	41.952	42.25	too.
ses-061_task-s06e15d	sub-01	42.32	42.94	No.
ses-061_task-s06e15d	sub-01	44.99	45.354	Oh,
ses-061_task-s06e15d	sub-01	45.392	45.980000000000004	God.
ses-061_task-s06e15d	sub-01	46.59	46.954	['We
ses-061_task-s06e15d	sub-01	46.992	47.541999999999994	"didn't.""""]"
ses-061_task-s06e15d	sub-01	47.686	48.38	No,
ses-061_task-s06e15d	sub-01	49.47	49.93	not
ses-061_task-s06e15d	sub-01	50.0	50.234	after
ses-061_task-s06e15d	sub-01	50.272	50.522	seeing
ses-061_task-s06e15d	sub-01	50.576	51.18	that.
ses-061_task-s06e15d	sub-01	53.17	53.63	God,
ses-061_task-s06e15d	sub-01	53.7	53.898	"[""""I'm"
ses-061_task-s06e15d	sub-01	53.914	54.094	just
ses-061_task-s06e15d	sub-01	54.132	54.238	a
ses-061_task-s06e15d	sub-01	54.244	54.634	horrible']
ses-061_task-s06e15d	sub-01	54.682	55.28	person.
ses-061_task-s06e15d	sub-01	56.05	56.797999999999995	['Why?
ses-061_task-s06e15d	sub-01	56.964	57.39	Because
ses-061_task-s06e15d	sub-01	57.46	57.834	"I'm""""]"
ses-061_task-s06e15d	sub-01	57.882	58.57	['married.
ses-061_task-s06e15d	sub-01	58.73	59.145999999999994	That's
ses-061_task-s06e15d	sub-01	59.178	59.373999999999995	right.']
ses-061_task-s06e15d	sub-01	59.412	59.705999999999996	"[""""I'm"
ses-061_task-s06e15d	sub-01	59.738	59.838	a
ses-061_task-s06e15d	sub-01	59.844	60.202	married
ses-061_task-s06e15d	sub-01	60.266	60.73	woman.
ses-061_task-s06e15d	sub-01	60.81	61.006	And']
ses-061_task-s06e15d	sub-01	61.028	61.166	['I
ses-061_task-s06e15d	sub-01	61.188	61.326	came
ses-061_task-s06e15d	sub-01	61.348	61.486	to
ses-061_task-s06e15d	sub-01	61.508	61.598000000000006	a
ses-061_task-s06e15d	sub-01	61.604	61.833999999999996	TV
ses-061_task-s06e15d	sub-01	61.882	62.186	star's
ses-061_task-s06e15d	sub-01	62.218	62.486000000000004	apartment']
ses-061_task-s06e15d	sub-01	62.538	62.705999999999996	to
ses-061_task-s06e15d	sub-01	62.728	62.818000000000005	have
ses-061_task-s06e15d	sub-01	62.824	62.994	an
ses-061_task-s06e15d	sub-01	63.032	63.73	affair.
ses-061_task-s06e15d	sub-01	65.19	65.566	"[""""That's"
ses-061_task-s06e15d	sub-01	65.598	66.53	ridiculous.']
ses-061_task-s06e15d	sub-01	67.27	67.646	"[""""I'm"
ses-061_task-s06e15d	sub-01	67.678	67.874	not
ses-061_task-s06e15d	sub-01	67.912	68.21000000000001	a']
ses-061_task-s06e15d	sub-01	68.28	68.9	star.
ses-061_task-s06e15d	sub-01	70.39	70.754	Just
ses-061_task-s06e15d	sub-01	70.792	71.234	a
ses-061_task-s06e15d	sub-01	71.352	71.95	regular
ses-061_task-s06e15d	sub-01	72.03	72.494	famous
ses-061_task-s06e15d	sub-01	72.542	73.33	actor.
ses-061_task-s06e15d	sub-01	74.71	75.134	['Yeah
ses-061_task-s06e15d	sub-01	75.192	75.318	
ses-061_task-s06e15d	sub-01	75.324	75.506	and
ses-061_task-s06e15d	sub-01	75.538	75.782	I'm
ses-061_task-s06e15d	sub-01	75.836	76.786	horrible,
ses-061_task-s06e15d	sub-01	76.978	77.634	horrible
ses-061_task-s06e15d	sub-01	77.682	78.038	person.
ses-061_task-s06e15d	sub-01	78.124	78.54599999999999	Rachel,
ses-061_task-s06e15d	sub-01	78.578	78.726	will
ses-061_task-s06e15d	sub-01	78.748	78.88600000000001	you
ses-061_task-s06e15d	sub-01	78.908	79.238	stop
ses-061_task-s06e15d	sub-01	79.324	79.96	saying
ses-061_task-s06e15d	sub-01	80.73	81.238	hey?
ses-061_task-s06e15d	sub-01	81.324	81.622	Hey.
ses-061_task-s06e15d	sub-01	81.676	82.32600000000001	Look,
ses-061_task-s06e15d	sub-01	82.508	83.142	remember
ses-061_task-s06e15d	sub-01	83.276	83.526	on
ses-061_task-s06e15d	sub-01	83.548	83.686	the
ses-061_task-s06e15d	sub-01	83.708	84.23	show
ses-061_task-s06e15d	sub-01	84.38	84.69399999999999	when
ses-061_task-s06e15d	sub-01	84.732	85.346	Capri
ses-061_task-s06e15d	sub-01	85.458	85.734	was
ses-061_task-s06e15d	sub-01	85.772	86.402	dying
ses-061_task-s06e15d	sub-01	86.546	86.80600000000001	and
ses-061_task-s06e15d	sub-01	86.828	87.01400000000001	she
ses-061_task-s06e15d	sub-01	87.052	87.206	gave
ses-061_task-s06e15d	sub-01	87.228	87.47399999999999	me
ses-061_task-s06e15d	sub-01	87.532	87.658	the
ses-061_task-s06e15d	sub-01	87.664	87.926	ring
ses-061_task-s06e15d	sub-01	87.958	88.106	from
ses-061_task-s06e15d	sub-01	88.128	88.218	the
ses-061_task-s06e15d	sub-01	88.224	88.58200000000001	cave?
ses-061_task-s06e15d	sub-01	88.646	89.258	Yeah.
ses-061_task-s06e15d	sub-01	89.424	90.14	Wow.
ses-061_task-s06e15d	sub-01	91.15	91.61	Okay.
ses-061_task-s06e15d	sub-01	91.68	92.30000000000001	Well
ses-061_task-s06e15d	sub-01	97.07	97.386	oh,
ses-061_task-s06e15d	sub-01	97.408	97.642	my
ses-061_task-s06e15d	sub-01	97.696	98.00999999999999	God.
ses-061_task-s06e15d	sub-01	98.08	98.314	They
ses-061_task-s06e15d	sub-01	98.352	98.554	let
ses-061_task-s06e15d	sub-01	98.592	98.746	you
ses-061_task-s06e15d	sub-01	98.768	99.05	keep
ses-061_task-s06e15d	sub-01	99.12	99.354	that
ses-061_task-s06e15d	sub-01	99.392	99.92999999999999	stuff?
ses-061_task-s06e15d	sub-01	100.08	100.73	Sure.
ses-061_task-s06e15d	sub-01	100.88	101.146	As
ses-061_task-s06e15d	sub-01	101.168	101.30600000000001	long
ses-061_task-s06e15d	sub-01	101.328	101.418	['as
ses-061_task-s06e15d	sub-01	101.424	101.546	they
ses-061_task-s06e15d	sub-01	101.568	101.718	don't
ses-061_task-s06e15d	sub-01	101.734	101.914	find
ses-061_task-s06e15d	sub-01	101.952	102.118	out
ses-061_task-s06e15d	sub-01	102.144	102.286	
ses-061_task-s06e15d	sub-01	102.308	102.39800000000001	you
ses-061_task-s06e15d	sub-01	102.404	102.526	can
ses-061_task-s06e15d	sub-01	102.548	102.782	keep
ses-061_task-s06e15d	sub-01	102.836	103.006	you
ses-061_task-s06e15d	sub-01	103.028	103.60000000000001	want.
ses-061_task-s06e15d	sub-01	104.69	105.054	And
ses-061_task-s06e15d	sub-01	105.092	105.246	I
ses-061_task-s06e15d	sub-01	105.268	105.406	want
ses-061_task-s06e15d	sub-01	105.428	105.566	you
ses-061_task-s06e15d	sub-01	105.588	105.726	to
ses-061_task-s06e15d	sub-01	105.748	105.88600000000001	have
ses-061_task-s06e15d	sub-01	105.908	106.43	it.
ses-061_task-s06e15d	sub-01	106.58	107.134	No.
ses-061_task-s06e15d	sub-01	107.252	107.966	Yes.
ses-061_task-s06e15d	sub-01	108.148	108.494	And
ses-061_task-s06e15d	sub-01	108.532	108.68599999999999	every
ses-061_task-s06e15d	sub-01	108.708	108.846	time
ses-061_task-s06e15d	sub-01	108.868	109.054	you
ses-061_task-s06e15d	sub-01	109.092	109.246	look
ses-061_task-s06e15d	sub-01	109.268	109.45400000000001	at
ses-061_task-s06e15d	sub-01	109.492	110.03	it,
ses-061_task-s06e15d	sub-01	110.18	110.44600000000001	I
ses-061_task-s06e15d	sub-01	110.468	110.60600000000001	want
ses-061_task-s06e15d	sub-01	110.628	110.718	you
ses-061_task-s06e15d	sub-01	110.724	110.846	to
ses-061_task-s06e15d	sub-01	110.868	111.14999999999999	remember
ses-061_task-s06e15d	sub-01	111.22	111.406	that
ses-061_task-s06e15d	sub-01	111.428	112.04599999999999	you
ses-061_task-s06e15d	sub-01	112.228	112.586	are
ses-061_task-s06e15d	sub-01	112.628	112.786	a
ses-061_task-s06e15d	sub-01	112.808	113.138	good
ses-061_task-s06e15d	sub-01	113.224	113.906	person.
ses-061_task-s06e15d	sub-01	114.088	114.482	Okay?
ses-061_task-s06e15d	sub-01	114.536	114.706	Now,
