dataset	subject	onset	offset	word
ses-048_task-s05e18b	sub-01	0.17	0.29800000000000004	['Glad
ses-048_task-s05e18b	sub-01	0.314	0.45799999999999996	you're
ses-048_task-s05e18b	sub-01	0.474	0.702	here.
ses-048_task-s05e18b	sub-01	0.756	0.926	I
ses-048_task-s05e18b	sub-01	0.948	1.038	want
ses-048_task-s05e18b	sub-01	1.044	1.118	to
ses-048_task-s05e18b	sub-01	1.124	1.246	talk
ses-048_task-s05e18b	sub-01	1.268	1.4060000000000001	to']
ses-048_task-s05e18b	sub-01	1.428	1.518	you
ses-048_task-s05e18b	sub-01	1.524	1.694	about
ses-048_task-s05e18b	sub-01	1.732	2.32	something.
ses-048_task-s05e18b	sub-01	3.41	3.818	"[""""What's"
ses-048_task-s05e18b	sub-01	3.834	4.158	up?']
ses-048_task-s05e18b	sub-01	4.244	4.878	['Well
ses-048_task-s05e18b	sub-01	5.044	5.385999999999999	
ses-048_task-s05e18b	sub-01	5.418	5.518	I've
ses-048_task-s05e18b	sub-01	5.524	5.694	been
ses-048_task-s05e18b	sub-01	5.732	5.934	thinking
ses-048_task-s05e18b	sub-01	5.972	6.126	this
ses-048_task-s05e18b	sub-01	6.148	6.43	whole
ses-048_task-s05e18b	sub-01	6.5	7.002	commercial
ses-048_task-s05e18b	sub-01	7.066	7.534	thing.
ses-048_task-s05e18b	sub-01	7.652	7.838	You
ses-048_task-s05e18b	sub-01	7.844	8.014000000000001	know,
ses-048_task-s05e18b	sub-01	8.052	8.254	me
ses-048_task-s05e18b	sub-01	8.292	8.446	going
ses-048_task-s05e18b	sub-01	8.468	8.606	up
ses-048_task-s05e18b	sub-01	8.628	8.862	against
ses-048_task-s05e18b	sub-01	8.916	9.146	Ben,
ses-048_task-s05e18b	sub-01	9.178	9.326	the
ses-048_task-s05e18b	sub-01	9.348	9.486	two
ses-048_task-s05e18b	sub-01	9.508	9.645999999999999	of
ses-048_task-s05e18b	sub-01	9.668	10.046	us
ses-048_task-s05e18b	sub-01	10.148	11.177999999999999	competing
ses-048_task-s05e18b	sub-01	11.354	11.693999999999999	well,
ses-048_task-s05e18b	sub-01	11.732	11.886	that
ses-048_task-s05e18b	sub-01	11.908	12.106	"[""""can't"
ses-048_task-s05e18b	sub-01	12.138	12.286	lead
ses-048_task-s05e18b	sub-01	12.308	12.446	to
ses-048_task-s05e18b	sub-01	12.468	12.75	anything
ses-048_task-s05e18b	sub-01	12.82	13.15	good.']
ses-048_task-s05e18b	sub-01	13.22	13.84	['So
ses-048_task-s05e18b	sub-01	14.21	14.526000000000002	I
ses-048_task-s05e18b	sub-01	14.548	14.686	think
ses-048_task-s05e18b	sub-01	14.708	14.858	"I'm""""]"
ses-048_task-s05e18b	sub-01	14.874	15.054	just
ses-048_task-s05e18b	sub-01	15.092	15.68	gonna
ses-048_task-s05e18b	sub-01	16.05	16.462	['step
ses-048_task-s05e18b	sub-01	16.516	16.874	aside.
ses-048_task-s05e18b	sub-01	16.922	17.098	I'm
ses-048_task-s05e18b	sub-01	17.114	17.246000000000002	gonna
ses-048_task-s05e18b	sub-01	17.268	17.454	tell
ses-048_task-s05e18b	sub-01	17.492	17.694000000000003	them']
ses-048_task-s05e18b	sub-01	17.732	17.886	['that
ses-048_task-s05e18b	sub-01	17.908	18.046000000000003	I
ses-048_task-s05e18b	sub-01	18.068	18.67	"won't.""""]"
ses-048_task-s05e18b	sub-01	20.37	20.926000000000002	Wow.
ses-048_task-s05e18b	sub-01	21.028	21.738	Uh,
ses-048_task-s05e18b	sub-01	21.914	22.634	['Joy
ses-048_task-s05e18b	sub-01	22.762	23.146	
